관측소명:태안항,,,,,,,,,,,,,,
위도:37.006722,,,,,,,,,,,,,,
경도:126.270222,,,,,,,,,,,,,,
관측시간,유속(cm/s),유향(16points),유향(deg),수온(℃),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),풍향(16points),풍향(deg),기온(℃),기압(hPa),시정(m)
2024-06-17 6:50,11,서,266,17.02,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:00,5.6,서남서,248,17.01,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:10,7.3,서,260,17.03,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:20,4.8,서남서,243,17.05,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:30,7.9,남서,219,17.07,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:40,4.9,남남서,200,17.05,-,-,-,-,-,-,-,-,-,-
2024-06-17 7:50,3.1,남,185,17.02,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:00,2.1,동남동,109,17.05,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:10,2.1,남동,134,17.06,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:20,3.1,북동,48,17.07,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:30,6.2,북동,34,16.99,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:40,11.9,북동,44,17.01,-,-,-,-,-,-,-,-,-,-
2024-06-17 8:50,15.9,남동,138,17.03,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:00,13.6,북동,51,17.15,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:10,16.2,북동,52,17.15,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:20,17.8,북동,55,17.22,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:30,20.7,북동,51,17.08,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:40,15.5,북동,42,16.92,-,-,-,-,-,-,-,-,-,-
2024-06-17 9:50,19.1,동남동,117,16.75,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:00,20.6,북동,38,16.67,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:10,20.9,북동,45,16.65,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:20,19.4,동남동,118,16.66,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:30,27.6,동남동,114,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:40,22.7,동,97,16.46,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:50,22.7,동,101,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:00,16.1,동남동,106,16.43,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:10,16.3,동남동,112,16.41,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:20,19.9,동북동,62,16.4,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:30,17.3,동북동,62,16.4,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:40,13.5,동남동,118,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:50,20.7,남동,135,16.53,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:00,20,남동,137,16.42,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:10,15.5,남동,142,16.35,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:20,9.6,남동,129,16.4,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:30,18.3,남동,141,16.35,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:40,15.6,북동,39,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:50,10,남동,134,16.57,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:00,11.1,남동,124,16.57,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:10,8.8,북동,53,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:20,2.9,북북서,348,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:30,5.5,서남서,255,16.52,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:40,13.3,서남서,243,16.63,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:50,13.6,남,187,16.43,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:00,27.2,남서,225,16.35,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:10,28.6,남서,218,16.41,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:20,30.7,남동,146,16.55,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:30,31.8,남서,226,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:40,17.8,서남서,243,16.46,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:50,18.2,서남서,240,16.5,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:00,14.6,남동,130,16.56,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:10,17.3,남서,226,16.63,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:20,26,남서,232,16.68,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:30,15.5,남서,229,16.72,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:40,20.7,동남동,102,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:50,28.1,동남동,102,16.84,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:00,29.8,동,99,16.81,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:10,52,동,96,16.77,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:20,43.3,남서,229,16.9,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:30,39.9,남서,229,17.02,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:40,24.7,남서,227,17.33,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:50,25.6,남서,227,17.26,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:00,19.7,남서,220,17.68,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:10,28.5,남서,230,17.61,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:20,18,남서,225,17.39,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:30,13.1,남서,224,17.6,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:40,14.2,남서,221,17.51,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:50,22,남서,229,17.64,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:00,14.5,서남서,240,17.71,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:10,16.6,서남서,240,17.78,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:20,13,서남서,255,17.67,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:30,9.9,서,277,17.81,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:40,5.8,서,276,17.87,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:50,11.2,서,264,17.85,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:00,16.5,서남서,258,17.74,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:10,8,남동,144,17.8,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:20,9.7,남동,130,17.78,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:30,10.4,동남동,120,17.86,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:40,15.1,서북서,286,17.92,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:50,11.6,서북서,297,17.72,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:00,5.8,서북서,297,17.58,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:10,4.6,북서,320,17.57,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:20,5.2,북북동,31,17.56,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:30,4.9,남동,144,17.68,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:40,11.8,북동,48,17.52,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:50,11.1,북동,36,17.52,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:00,8.8,북동,55,17.54,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:10,11.9,북동,45,17.32,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:20,8.9,동북동,58,17.58,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:30,13.5,북동,45,17.59,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:40,14.1,동남동,116,17.4,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:50,18.5,북동,35,17.36,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:00,19.2,동남동,119,17.43,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:10,20.2,동남동,109,17.27,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:20,20.9,동,98,17.17,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:30,26.4,북동,56,17.07,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:40,25,북동,48,16.86,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:50,34.7,북동,46,16.74,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:00,26.3,북동,53,16.7,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:10,18.7,북동,52,16.63,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:20,19.1,동북동,66,16.5,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:30,15,북동,56,16.42,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:40,17.2,북동,38,16.32,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:50,23.3,북동,35,16.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:00,17.7,북동,38,16.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:10,20.6,북동,41,16.3,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:20,23.3,북동,42,16.27,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:30,22.7,북동,37,16.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:40,23.9,동남동,109,16.16,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:50,14.7,북동,39,16.14,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:00,20.9,북동,44,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:10,14.7,북동,48,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:20,11,북동,53,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:30,15,북동,39,16,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:40,9.4,북북동,21,16.01,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:50,4.1,북동,38,16,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:00,5.8,북동,44,15.98,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:10,7.2,북북동,16,16.02,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:20,14.7,서북서,291,16.08,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:30,10.1,서,277,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:40,14.7,서,265,16.18,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:50,12.8,서,264,16.22,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:00,18.4,서,270,16.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:10,17.3,서남서,256,16.26,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:20,17.6,서남서,249,16.26,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:30,19.5,서남서,245,16.29,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:40,16.8,남서,235,16.31,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:50,18.9,남서,230,16.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:00,25.6,남서,231,16.33,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:10,17.4,남서,232,16.34,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:20,18.1,남서,230,16.3,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:30,17.1,남서,216,16.34,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:40,36.2,동,94,16.38,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:50,40.5,남서,233,16.53,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:00,51.7,남서,235,16.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:10,53.7,남서,231,16.6,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:20,59.3,남서,233,16.61,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:30,62.5,남서,232,16.67,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:40,67.5,남서,236,16.66,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:50,45.9,서남서,239,16.87,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:00,43.1,서남서,243,16.9,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:10,37.6,서남서,237,16.68,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:20,60.7,남서,235,16.73,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:30,55.6,남서,235,17.01,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:40,39.8,서남서,241,17.11,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:50,27.8,서남서,248,17.2,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:00,23.9,서남서,245,17.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:10,22.9,동남동,107,17.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:20,19.8,서남서,245,17.22,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:30,22.5,동남동,114,17.21,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:40,20.3,서남서,258,17.24,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:50,11.4,서,270,17.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:00,14.6,서,262,17.12,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:10,14.6,서,265,17.06,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:20,16.7,서,266,17.2,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:30,16.6,남남동,153,17.13,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:40,5.3,서북서,283,17.15,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:50,4.1,북,349,17.14,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:00,9.5,북,11,17.1,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:10,6.1,북북동,13,17.06,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:20,9.6,북북동,32,17.1,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:30,9.3,북북동,33,17.13,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:40,12.9,북북동,30,17.16,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:50,18.8,북동,37,17.16,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:00,11.8,북동,45,17.27,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:10,14.5,남동,136,17.24,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:20,16.4,동남동,122,17.07,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:30,22.9,북동,37,17.37,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:40,22.1,북동,36,17.17,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:50,23.2,동남동,108,16.86,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:00,26.5,북동,43,16.8,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:10,28.5,북동,36,16.79,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:20,30.4,북동,44,16.74,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:30,26,북동,47,16.64,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:40,30.1,동남동,102,16.57,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:50,21.1,동남동,110,16.6,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:00,25.4,북동,46,16.8,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:10,25.9,동,101,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:20,25.8,동남동,119,16.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:30,20.7,동,99,16.56,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:40,26.5,북동,52,16.46,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:50,22.2,동남동,107,16.38,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:00,19.5,동남동,117,16.34,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:10,18.6,동남동,120,16.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:20,19.3,북동,46,16.31,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:30,15.3,북동,47,16.27,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:40,7.4,동북동,61,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:50,15.9,동북동,62,16.44,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:00,9.4,동,96,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:10,5.1,동,96,16.49,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:20,3.9,남남동,162,16.25,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:30,3,서북서,303,16.55,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:40,16.5,서,270,16.56,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:50,13.6,서,269,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:00,9.8,서,261,16.41,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:10,15.5,서남서,254,16.36,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:20,18.2,동남동,121,16.31,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:30,21,동남동,111,16.35,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:40,12.4,동,96,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:50,12.8,동남동,103,16.65,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:00,12.4,남서,232,16.82,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:10,27.4,남서,231,16.76,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:20,41.2,남서,229,16.51,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:30,38.7,남서,228,16.82,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:40,39.5,동남동,102,16.89,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:50,43.3,동,100,16.77,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:00,44.9,남서,231,16.84,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:10,36.8,동,98,16.89,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:20,49.2,남서,227,17.2,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:30,47.7,동,100,17.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:40,39.9,남서,228,17.19,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:50,44.1,남서,232,17.11,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:00,50.2,남서,233,17.11,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:10,32.4,동,98,17.11,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:20,36.7,동남동,102,17.31,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:30,37.2,동,100,17.5,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:40,24.4,동,98,17.67,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:50,26.6,동남동,103,17.69,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:00,24.5,서남서,246,17.8,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:10,16.5,동남동,107,17.81,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:20,16.2,동남동,103,17.81,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:30,10.1,남동,124,17.73,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:40,7.9,남동,137,17.66,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:50,6.2,서,275,17.82,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:00,15.6,서,265,17.74,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:10,11.6,동남동,103,17.73,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:20,5.5,동,87,17.68,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:30,18,서,268,17.75,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:40,13.4,동북동,68,17.78,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:50,7.6,북북서,344,17.73,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:00,6.7,동,79,17.71,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:10,10.5,남동,146,17.67,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:20,14.4,북동,50,17.57,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:30,13.3,북동,40,17.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:40,12.5,북동,36,17.47,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:50,16.3,북동,41,17.47,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:00,11.9,남동,128,17.61,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:10,19,동남동,118,17.6,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:20,23.5,동남동,111,17.38,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:30,24.7,동남동,102,17.46,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:40,27.5,동남동,107,17.35,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:50,34.3,동,97,17.29,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:00,34.4,동남동,108,17.21,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:10,38.4,동남동,105,17.01,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:20,34.3,북동,49,16.88,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:30,31.7,북동,51,16.85,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:40,24.2,북동,53,16.68,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:50,28.4,북동,49,16.66,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:00,27.4,북동,42,16.63,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:10,37.6,북동,42,16.51,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:20,34.1,북동,45,16.36,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:30,31.6,동남동,103,16.27,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:40,17.3,동북동,69,16.18,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:50,26.8,북동,50,16.2,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:00,28,북동,42,16.1,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:10,13,동북동,72,16.14,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:20,19.6,남동,141,16.11,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:30,15,남동,133,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:40,7.5,남남동,159,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:50,15.6,남동,137,16.02,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:00,11.1,남남동,150,15.93,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:10,6.3,동남동,115,15.91,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:20,6.8,동,93,15.87,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:30,9.4,동남동,123,15.87,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:40,4.3,남남동,157,15.86,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:50,8.5,동,93,15.84,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:00,9.1,서북서,282,15.82,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:10,3.6,동남동,110,15.82,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:20,5.2,남동,141,15.82,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:30,9.6,서남서,255,15.88,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:40,19.2,서,266,16.04,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:50,17,서,263,16.09,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:00,25.8,서남서,256,16.05,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:10,20.4,서남서,249,15.98,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:20,18.2,서남서,247,16.18,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:30,30.7,서남서,238,16.34,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:40,23.7,남서,231,16.33,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:50,28.3,남서,232,16.4,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:00,30.6,남서,231,16.43,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:10,38.1,남서,228,16.49,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:20,47.3,남서,232,16.54,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:30,49.1,남서,228,16.48,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:40,42.3,남서,229,16.51,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:50,48.3,서남서,242,16.5,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:00,57.5,서남서,238,16.8,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:10,69.5,서남서,240,16.7,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:20,81.9,서남서,238,16.75,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:30,70.8,서남서,238,16.68,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:40,76.1,서남서,238,16.65,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:50,70.9,남서,236,16.81,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:00,70.8,서남서,240,17.05,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:10,65.1,서남서,239,17.12,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:20,60.1,서남서,238,17.1,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:30,56,서남서,237,17.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:40,51.3,서남서,242,17.3,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:50,40,서남서,242,17.26,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:10,43.8,서남서,241,17.2,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:20,38.3,서남서,238,17.15,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:30,28.7,서남서,248,17.19,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:40,21.3,서남서,245,17.26,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:50,22.9,서남서,257,17.33,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:00,19,동남동,115,17.22,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:10,17.6,서,264,17.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:20,15.7,서,277,17.21,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:30,19.7,남동,128,17.18,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:40,17.4,북서,306,17.44,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:50,12.2,북북서,343,17.31,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:00,11.7,북북동,24,17.29,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:10,14.6,남남서,199,17.35,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:20,9.4,북동,36,17.28,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:30,16.4,북동,39,17.28,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:40,19.6,남동,139,17.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:50,19.6,북동,41,17.18,-,-,-,-,-,-,-,-,-,-
2024-06-19 11:00,14,북동,40,17.21,-,-,-,-,-,-,-,-,-,-
