°üÃø¼Ò¸í:ÀÎÃµÇ×,,,,,,,,,,,,,,
À§µµ:37.389444,,,,,,,,,,,,,,
°æµµ:126.533055,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-14 13:30,31.8,³²¼­,225,21.28,-,-,-,-,-,-,-,-,-,-
2024-06-14 13:40,30,µ¿ºÏµ¿,64,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-14 13:50,22.4,¼­³²¼­,245,21.55,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:00,46.9,µ¿ºÏµ¿,60,21.06,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:10,43.6,µ¿ºÏµ¿,61,21.02,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:20,42.4,µ¿ºÏµ¿,60,20.82,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:30,40.4,¼­³²¼­,238,20.95,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:40,44.4,µ¿ºÏµ¿,61,20.92,-,-,-,-,-,-,-,-,-,-
2024-06-14 14:50,34.7,µ¿ºÏµ¿,67,20.89,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:00,32.5,µ¿ºÏµ¿,65,20.86,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:10,24.2,µ¿,82,20.62,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:20,33.1,µ¿³²µ¿,105,20.98,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:30,26.9,µ¿³²µ¿,104,21.14,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:40,35.8,¼­³²¼­,244,21.55,-,-,-,-,-,-,-,-,-,-
2024-06-14 15:50,30.8,µ¿³²µ¿,102,21.7,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:00,22.3,µ¿,95,21.61,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:10,27.7,³²¼­,233,21.66,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:20,32.7,µ¿³²µ¿,105,21.74,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:30,31,µ¿³²µ¿,111,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:40,23.6,µ¿³²µ¿,111,21.69,-,-,-,-,-,-,-,-,-,-
2024-06-14 16:50,15,³²µ¿,138,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:00,15.1,³²³²µ¿,151,21.6,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:10,9.9,³²³²¼­,209,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:20,0.8,³²µ¿,135,21.11,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:30,1.9,³²µ¿,142,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:40,2.2,ºÏ,8,21.15,-,-,-,-,-,-,-,-,-,-
2024-06-14 17:50,3.8,ºÏºÏ¼­,335,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:00,4.3,³²µ¿,135,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:10,9,ºÏºÏµ¿,26,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:20,7.9,µ¿³²µ¿,109,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:30,9.2,µ¿ºÏµ¿,57,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:40,9.8,µ¿ºÏµ¿,75,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-14 18:50,12.2,µ¿ºÏµ¿,69,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:00,17.5,µ¿ºÏµ¿,57,21.66,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:10,24.3,µ¿ºÏµ¿,77,21.67,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:20,29.6,ºÏµ¿,54,21.63,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:30,32.4,µ¿ºÏµ¿,70,21.63,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:40,33.2,µ¿ºÏµ¿,75,21.54,-,-,-,-,-,-,-,-,-,-
2024-06-14 19:50,34.3,µ¿ºÏµ¿,76,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:00,33,µ¿ºÏµ¿,59,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:10,31.6,µ¿ºÏµ¿,72,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:20,31,µ¿,82,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:30,28.1,µ¿ºÏµ¿,57,21.2,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:40,28.5,µ¿ºÏµ¿,73,21.25,-,-,-,-,-,-,-,-,-,-
2024-06-14 20:50,30.8,µ¿ºÏµ¿,76,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:00,30.4,µ¿ºÏµ¿,72,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:10,29.8,µ¿ºÏµ¿,68,21.28,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:20,24.1,µ¿ºÏµ¿,63,21.2,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:30,20.8,µ¿ºÏµ¿,71,20.79,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:40,18.4,µ¿ºÏµ¿,62,21.14,-,-,-,-,-,-,-,-,-,-
2024-06-14 21:50,16.1,ºÏµ¿,44,20.9,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:00,12,ºÏµ¿,42,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:10,10,ºÏµ¿,42,20.89,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:20,7.3,µ¿ºÏµ¿,74,21.09,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:30,7.2,ºÏµ¿,41,21.19,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:40,5.4,µ¿³²µ¿,102,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-14 22:50,1,³²,173,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:00,5,³²,172,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:10,7.2,³²¼­,216,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:20,8.9,³²³²¼­,204,21.11,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:30,10.5,³²³²¼­,207,20.76,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:40,14.5,³²¼­,219,20.61,-,-,-,-,-,-,-,-,-,-
2024-06-14 23:50,19.5,³²¼­,232,20.25,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:00,20.5,³²¼­,228,20.37,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:10,22.6,³²¼­,229,20.48,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:20,21.2,³²¼­,233,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:30,25.4,³²¼­,235,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:40,27.5,³²¼­,236,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-15 0:50,27.5,³²¼­,236,21.31,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:00,30.7,³²¼­,235,21.24,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:10,35,³²¼­,234,21.15,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:20,35.9,³²¼­,230,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:30,41.3,³²¼­,231,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:40,40.2,³²¼­,231,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-15 1:50,36.3,³²¼­,227,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:00,37.5,³²¼­,228,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:10,34.7,³²¼­,227,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:20,31.6,³²¼­,228,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:30,37.9,³²¼­,234,20.96,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:40,42.1,³²¼­,236,21.04,-,-,-,-,-,-,-,-,-,-
2024-06-15 2:50,40.2,³²¼­,236,21.01,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:00,30.9,¼­³²¼­,239,20.97,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:10,25.1,µ¿ºÏµ¿,58,21.08,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:20,30.9,µ¿ºÏµ¿,57,21.09,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:30,29.1,µ¿ºÏµ¿,58,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:40,24,³²¼­,227,21.21,-,-,-,-,-,-,-,-,-,-
2024-06-15 3:50,28.5,³²¼­,227,21.15,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:00,23.5,³²¼­,224,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:10,23.3,³²¼­,232,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:20,22,³²¼­,224,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:30,15.2,³²¼­,234,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:40,15.5,³²¼­,219,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-15 4:50,12.2,³²¼­,229,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:00,9.8,¼­³²¼­,249,21.42,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:10,2.1,ºÏµ¿,44,21.17,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:20,4,ºÏµ¿,35,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:30,6.1,¼­³²¼­,241,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:40,8.1,ºÏµ¿,43,21.16,-,-,-,-,-,-,-,-,-,-
2024-06-15 5:50,11.6,ºÏµ¿,48,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:00,12.5,ºÏµ¿,51,21.27,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:10,11.7,ºÏµ¿,36,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:20,14,ºÏµ¿,36,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:30,16,ºÏµ¿,34,21.27,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:40,18.8,ºÏµ¿,45,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-15 6:50,14.5,ºÏµ¿,56,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:00,16.6,µ¿ºÏµ¿,58,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:10,18.6,ºÏµ¿,54,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:20,24.2,ºÏµ¿,50,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:30,22.2,µ¿ºÏµ¿,60,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:40,18.8,ºÏµ¿,51,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-15 7:50,20.6,µ¿ºÏµ¿,67,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:00,18.4,µ¿ºÏµ¿,62,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:10,19.6,µ¿ºÏµ¿,63,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:20,19.5,µ¿ºÏµ¿,67,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:30,25.2,µ¿ºÏµ¿,57,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:40,27.2,ºÏµ¿,53,21.24,-,-,-,-,-,-,-,-,-,-
2024-06-15 8:50,26.7,µ¿ºÏµ¿,74,21.14,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:00,23.1,µ¿ºÏµ¿,57,21.05,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:10,22.6,µ¿ºÏµ¿,66,21.09,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:20,21.4,µ¿ºÏµ¿,58,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:30,18.6,ºÏµ¿,55,21.1,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:40,16,µ¿ºÏµ¿,76,21.15,-,-,-,-,-,-,-,-,-,-
2024-06-15 9:50,17.6,µ¿ºÏµ¿,76,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:00,14.1,µ¿,88,20.96,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:10,8,µ¿,85,20.98,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:20,4.8,µ¿,89,21.03,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:30,6.4,µ¿,88,21.04,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:40,5.7,µ¿³²µ¿,115,20.9,-,-,-,-,-,-,-,-,-,-
2024-06-15 10:50,2.6,ºÏµ¿,44,20.81,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:00,5.4,³²µ¿,141,20.8,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:10,7,³²µ¿,142,20.8,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:20,6.7,³²,175,20.66,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:30,5.6,³²³²¼­,193,20.92,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:40,8.5,ºÏºÏ¼­,341,20.59,-,-,-,-,-,-,-,-,-,-
2024-06-15 11:50,9.2,³²,179,20.92,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:00,13.5,³²,190,20.79,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:10,7.6,³²¼­,217,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:20,7.7,³²³²¼­,199,21.04,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:30,14,³²³²¼­,197,20.87,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:40,9.1,µ¿ºÏµ¿,72,20.94,-,-,-,-,-,-,-,-,-,-
2024-06-15 12:50,11.6,³²³²¼­,192,21.02,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:00,8.6,³²,176,21.09,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:10,19.1,³²³²¼­,205,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:20,14,³²¼­,218,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:30,16.7,µ¿ºÏµ¿,67,21.42,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:40,19.1,µ¿ºÏµ¿,67,21.48,-,-,-,-,-,-,-,-,-,-
2024-06-15 13:50,26.7,µ¿ºÏµ¿,68,21.25,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:00,29.7,µ¿ºÏµ¿,66,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:10,29,µ¿ºÏµ¿,67,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:20,34.2,³²¼­,232,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:30,25.5,³²¼­,230,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:40,31.1,³²¼­,235,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-15 14:50,31.5,³²¼­,230,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:00,28.1,µ¿ºÏµ¿,62,22.01,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:10,29.2,µ¿ºÏµ¿,64,21.8,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:20,28,³²¼­,227,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:30,25.6,³²¼­,230,21.74,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:40,27.6,µ¿ºÏµ¿,67,21.73,-,-,-,-,-,-,-,-,-,-
2024-06-15 15:50,14.9,¼­³²¼­,238,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:00,19.9,µ¿ºÏµ¿,68,20.94,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:10,29.6,µ¿ºÏµ¿,64,21.68,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:20,21.1,µ¿ºÏµ¿,66,21.69,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:30,17.9,µ¿ºÏµ¿,71,21.93,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:40,23.4,µ¿ºÏµ¿,69,21.93,-,-,-,-,-,-,-,-,-,-
2024-06-15 16:50,27.8,µ¿ºÏµ¿,65,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:00,20.4,³²¼­,233,21.82,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:10,19.5,µ¿ºÏµ¿,73,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:20,19.7,µ¿,92,21.53,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:30,22.6,µ¿³²µ¿,104,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:40,24.2,µ¿³²µ¿,108,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-15 17:50,19.9,³²µ¿,127,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:00,16.2,³²µ¿,128,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:10,9,³²³²µ¿,151,21.19,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:20,2.8,³²¼­,223,21.06,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:30,5.4,³²³²¼­,207,21.17,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:40,5.6,¼­,273,21.26,-,-,-,-,-,-,-,-,-,-
2024-06-15 18:50,6.9,ºÏºÏ¼­,333,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:00,4.6,ºÏ,5,21.25,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:10,1.4,µ¿³²µ¿,113,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:20,1,µ¿ºÏµ¿,62,21.63,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:30,6.6,µ¿,80,21.61,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:40,8.3,µ¿ºÏµ¿,63,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-15 19:50,10.9,ºÏµ¿,53,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:00,10.8,µ¿ºÏµ¿,64,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:10,12.7,µ¿ºÏµ¿,63,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:20,18.7,µ¿ºÏµ¿,63,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:30,23.3,ºÏµ¿,56,21.68,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:40,23.8,µ¿ºÏµ¿,58,21.6,-,-,-,-,-,-,-,-,-,-
2024-06-15 20:50,25.9,ºÏµ¿,41,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:00,27,ºÏµ¿,44,21.95,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:10,23.9,ºÏµ¿,42,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:20,21.4,µ¿ºÏµ¿,61,21.96,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:30,25.9,ºÏµ¿,53,22.03,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:40,24.4,ºÏµ¿,51,22.01,-,-,-,-,-,-,-,-,-,-
2024-06-15 21:50,25.5,µ¿ºÏµ¿,60,21.97,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:00,24.5,µ¿ºÏµ¿,60,21.91,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:10,24.7,ºÏµ¿,56,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:20,24,µ¿ºÏµ¿,57,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:30,22.8,ºÏµ¿,50,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:40,17.9,ºÏµ¿,52,21.48,-,-,-,-,-,-,-,-,-,-
2024-06-15 22:50,17,ºÏµ¿,49,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:00,14.8,ºÏµ¿,55,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:10,12.1,ºÏµ¿,39,21.73,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:20,9.7,ºÏµ¿,45,21.04,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:30,2.4,µ¿,94,20.99,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:40,3.8,ºÏµ¿,52,21.27,-,-,-,-,-,-,-,-,-,-
2024-06-15 23:50,1.2,³²³²µ¿,167,21.28,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:00,4.1,µ¿,98,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:10,2.2,µ¿³²µ¿,110,21.24,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:20,3.9,³²,186,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:30,6.1,³²,182,20.92,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:40,8.1,³²³²¼­,196,20.82,-,-,-,-,-,-,-,-,-,-
2024-06-16 0:50,5.9,³²¼­,219,20.76,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:00,6.9,µ¿,95,20.75,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:10,6.4,³²¼­,227,20.88,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:20,8.9,µ¿ºÏµ¿,58,20.99,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:30,15.8,µ¿ºÏµ¿,60,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:40,27.4,µ¿ºÏµ¿,58,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-16 1:50,28,³²¼­,236,21.67,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:00,31.4,¼­³²¼­,238,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:10,34.3,ºÏµ¿,54,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:20,32.6,³²¼­,223,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:30,31,³²¼­,228,21.51,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:40,31,³²¼­,229,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-16 2:50,27.7,³²¼­,232,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:00,23.4,µ¿ºÏµ¿,69,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:10,25.1,³²¼­,231,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:20,25.9,µ¿ºÏµ¿,64,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:30,27.2,³²¼­,229,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:40,31.7,³²¼­,224,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-16 3:50,29.1,³²¼­,226,21.19,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:00,26.2,³²¼­,229,21.26,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:10,25.1,³²¼­,220,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:20,19.4,³²¼­,225,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:30,17.2,³²¼­,223,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:40,18.8,ºÏµ¿,54,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-16 4:50,15.9,³²¼­,222,21.31,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:00,13.3,³²¼­,220,21.31,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:10,11.1,³²¼­,223,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:20,16,³²¼­,219,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:30,21.8,³²¼­,220,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:40,11.7,³²¼­,229,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-16 5:50,11.4,³²¼­,230,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:00,17.6,³²¼­,220,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:10,11.2,³²¼­,222,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:20,9.6,¼­³²¼­,244,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:30,5.7,³²µ¿,136,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:40,0.9,ºÏºÏµ¿,33,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-16 6:50,5.9,ºÏ,1,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:00,10.3,ºÏ,360,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:10,10.5,ºÏ,8,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:20,13.4,ºÏºÏµ¿,20,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:30,16.7,ºÏµ¿,44,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:40,20.6,ºÏµ¿,45,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-16 7:50,20.4,ºÏµ¿,53,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:00,21.5,ºÏµ¿,38,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:10,20,ºÏµ¿,38,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:20,22.1,ºÏµ¿,46,21.42,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:30,22.1,ºÏµ¿,47,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:40,18.3,ºÏµ¿,46,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-16 8:50,18.2,µ¿ºÏµ¿,59,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:00,21.7,µ¿,82,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:10,24.9,ºÏµ¿,55,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:20,23.4,ºÏµ¿,51,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:30,22.1,µ¿ºÏµ¿,70,21.34,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:40,21.6,ºÏµ¿,44,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-16 9:50,21.3,ºÏµ¿,50,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:00,22.1,µ¿ºÏµ¿,68,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:10,20.7,µ¿ºÏµ¿,70,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:20,19.8,µ¿ºÏµ¿,62,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:30,17.2,ºÏµ¿,51,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:40,13.5,µ¿ºÏµ¿,59,21.54,-,-,-,-,-,-,-,-,-,-
2024-06-16 10:50,8.9,ºÏµ¿,41,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-16 11:00,10.4,ºÏºÏµ¿,33,21.32,-,-,-,-,-,-,-,-,-,-
