°üÃø¼Ò¸í:¿©¼ö,,,,,,,,,,,,,
À§µµ:34.747222,,,,,,,,,,,,,
°æµµ:127.765556,,,,,,,,,,,,,
°üÃø½Ã°£,Á¶À§(cm),¼ö¿Â(¡É),¿°ºÐ(PSU),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-13 21:59,181,22.6,32.5,-,-,-,-,1.7,³²¼­,214,23.1,1005.3,-
2024-06-13 22:00,182,22.6,32.5,-,-,-,-,1.2,³²¼­,222,23.2,1005.3,-
2024-06-13 22:01,182,22.6,32.5,-,-,-,-,1.1,³²¼­,216,23.3,1005.3,-
2024-06-13 22:02,183,22.7,32.5,-,-,-,-,0.9,³²³²¼­,198,23.2,1005.3,-
2024-06-13 22:03,183,22.7,32.5,-,-,-,-,1,³²¼­,215,23.3,1005.3,-
2024-06-13 22:04,184,22.7,32.5,-,-,-,-,1.3,³²³²¼­,207,23.3,1005.3,-
2024-06-13 22:05,185,22.7,32.5,-,-,-,-,0.9,³²¼­,225,23.3,1005.3,-
2024-06-13 22:06,185,22.7,32.5,-,-,-,-,1.1,³²,188,23.3,1005.3,-
2024-06-13 22:07,186,22.7,32.5,-,-,-,-,1.1,³²³²¼­,196,23.3,1005.3,-
2024-06-13 22:08,187,22.7,32.5,-,-,-,-,1.1,³²³²¼­,209,23.3,1005.3,-
2024-06-13 22:09,187,22.7,32.5,-,-,-,-,0.9,³²¼­,219,23.3,1005.3,-
2024-06-13 22:10,188,22.7,32.5,-,-,-,-,0.8,³²¼­,217,23.3,1005.3,-
2024-06-13 22:11,188,22.7,32.5,-,-,-,-,0.7,³²¼­,228,23.4,1005.3,-
2024-06-13 22:12,189,22.7,32.5,-,-,-,-,0.7,³²¼­,222,23.4,1005.4,-
2024-06-13 22:13,189,22.7,32.5,-,-,-,-,0.9,³²¼­,220,23.4,1005.4,-
2024-06-13 22:14,189,22.7,32.5,-,-,-,-,1.2,³²¼­,215,23.3,1005.4,-
2024-06-13 22:15,190,22.7,32.5,-,-,-,-,1.3,³²¼­,228,23.2,1005.4,-
2024-06-13 22:16,189,22.7,32.5,-,-,-,-,1.2,³²¼­,222,23.2,1005.4,-
2024-06-13 22:17,189,22.6,32.5,-,-,-,-,1.4,³²¼­,225,23.2,1005.4,-
2024-06-13 22:18,190,22.6,32.5,-,-,-,-,1.2,³²¼­,224,23.2,1005.4,-
2024-06-13 22:19,190,22.6,32.5,-,-,-,-,0.9,³²¼­,221,23.2,1005.4,-
2024-06-13 22:20,190,22.6,32.5,-,-,-,-,1,³²¼­,216,23.2,1005.4,-
2024-06-13 22:21,191,22.6,32.5,-,-,-,-,1.2,³²³²¼­,209,23.1,1005.4,-
2024-06-13 22:22,192,22.6,32.5,-,-,-,-,0.9,³²¼­,216,23.1,1005.4,-
2024-06-13 22:23,193,22.6,32.5,-,-,-,-,0.9,³²¼­,225,23.1,1005.4,-
2024-06-13 22:24,193,22.6,32.5,-,-,-,-,0.9,³²³²¼­,208,23,1005.4,-
2024-06-13 22:25,194,22.6,32.5,-,-,-,-,0.9,³²³²¼­,212,23,1005.4,-
2024-06-13 22:26,195,22.6,32.5,-,-,-,-,0.8,³²¼­,228,23,1005.5,-
2024-06-13 22:27,196,22.6,32.5,-,-,-,-,0.8,¼­³²¼­,239,23,1005.5,-
2024-06-13 22:28,197,22.6,32.5,-,-,-,-,0.6,³²¼­,218,23,1005.5,-
2024-06-13 22:29,198,22.6,32.5,-,-,-,-,0.9,³²³²¼­,212,22.9,1005.5,-
2024-06-13 22:30,198,22.6,32.5,-,-,-,-,1.1,³²¼­,217,22.9,1005.5,-
2024-06-13 22:31,199,22.6,32.5,-,-,-,-,1.4,³²³²¼­,210,22.9,1005.4,-
2024-06-13 22:32,200,22.6,32.5,-,-,-,-,1.3,¼­³²¼­,237,22.9,1005.4,-
2024-06-13 22:33,200,22.6,32.5,-,-,-,-,1.3,³²¼­,225,22.9,1005.5,-
2024-06-13 22:34,200,22.6,32.5,-,-,-,-,1.1,³²¼­,221,22.9,1005.5,-
2024-06-13 22:35,201,22.6,32.5,-,-,-,-,1.3,³²¼­,226,22.9,1005.5,-
2024-06-13 22:36,201,22.6,32.5,-,-,-,-,1.5,³²¼­,216,22.9,1005.5,-
2024-06-13 22:37,201,22.6,32.5,-,-,-,-,1.4,³²¼­,222,22.9,1005.5,-
2024-06-13 22:38,201,22.5,32.5,-,-,-,-,1.4,³²¼­,235,22.9,1005.5,-
2024-06-13 22:39,201,22.5,32.5,-,-,-,-,0.9,³²¼­,232,23,1005.5,-
2024-06-13 22:40,201,22.5,32.5,-,-,-,-,2,¼­³²¼­,241,23,1005.4,-
2024-06-13 22:41,202,22.5,32.5,-,-,-,-,1.8,¼­³²¼­,242,23,1005.4,-
2024-06-13 22:42,203,22.5,32.5,-,-,-,-,1.4,¼­³²¼­,252,23.1,1005.4,-
2024-06-13 22:43,203,22.5,32.5,-,-,-,-,1.5,¼­³²¼­,242,23.1,1005.4,-
2024-06-13 22:44,204,22.5,32.5,-,-,-,-,1.4,¼­³²¼­,254,23.2,1005.4,-
2024-06-13 22:45,205,22.5,32.5,-,-,-,-,1,¼­,259,23.2,1005.4,-
2024-06-13 22:46,206,22.5,32.5,-,-,-,-,1.2,¼­,274,23.1,1005.4,-
2024-06-13 22:47,207,22.5,32.5,-,-,-,-,1.2,¼­,270,23.1,1005.4,-
2024-06-13 22:48,207,22.5,32.5,-,-,-,-,1.4,¼­,259,23.1,1005.4,-
2024-06-13 22:49,208,22.5,32.5,-,-,-,-,1.7,¼­³²¼­,253,23.1,1005.4,-
2024-06-13 22:50,209,22.5,32.5,-,-,-,-,1.7,¼­³²¼­,245,23.2,1005.4,-
2024-06-13 22:51,210,22.5,32.5,-,-,-,-,2.1,¼­³²¼­,255,23.2,1005.4,-
2024-06-13 22:52,210,22.5,32.5,-,-,-,-,2.2,¼­³²¼­,246,23.2,1005.5,-
2024-06-13 22:53,211,22.5,32.5,-,-,-,-,2.3,¼­³²¼­,244,23.2,1005.5,-
2024-06-13 22:54,211,22.5,32.5,-,-,-,-,2.6,¼­³²¼­,240,23.2,1005.5,-
2024-06-13 22:55,212,22.5,32.5,-,-,-,-,2.7,¼­³²¼­,247,23.2,1005.5,-
2024-06-13 22:56,211,22.5,32.5,-,-,-,-,2.1,¼­³²¼­,250,23.3,1005.5,-
2024-06-13 22:57,211,22.5,32.5,-,-,-,-,2.6,¼­³²¼­,246,23.2,1005.5,-
2024-06-13 22:58,211,22.5,32.5,-,-,-,-,2.7,¼­³²¼­,242,23.2,1005.5,-
2024-06-13 22:59,211,22.5,32.5,-,-,-,-,2.5,¼­³²¼­,252,23.3,1005.4,-
2024-06-13 23:00,211,22.5,32.5,-,-,-,-,2.4,¼­³²¼­,257,23.3,1005.4,-
2024-06-13 23:01,212,22.5,32.5,-,-,-,-,1.5,¼­,260,23.3,1005.4,-
2024-06-13 23:02,212,22.5,32.5,-,-,-,-,1.6,¼­,260,23.3,1005.3,-
2024-06-13 23:03,213,22.5,32.5,-,-,-,-,0.8,ºÏºÏ¼­,332,23.3,1005.3,-
2024-06-13 23:04,214,22.5,32.5,-,-,-,-,0.7,ºÏ¼­,324,23.1,1005.3,-
2024-06-13 23:05,214,22.5,32.5,-,-,-,-,0.3,ºÏ¼­,325,23,1005.3,-
2024-06-13 23:06,215,22.5,32.5,-,-,-,-,0.4,ºÏºÏ¼­,335,22.9,1005.3,-
2024-06-13 23:07,216,22.5,32.5,-,-,-,-,0,ºÏºÏ¼­,332,22.7,1005.3,-
2024-06-13 23:08,217,22.5,32.5,-,-,-,-,0,ºÏ,0,22.6,1005.3,-
2024-06-13 23:09,218,22.5,32.5,-,-,-,-,0.3,¼­,264,22.6,1005.3,-
2024-06-13 23:10,218,22.5,32.5,-,-,-,-,0.3,¼­³²¼­,238,22.6,1005.2,-
2024-06-13 23:11,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.6,1005.2,-
2024-06-13 23:12,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.5,1005.2,-
2024-06-13 23:13,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.4,1005.2,-
2024-06-13 23:14,219,22.5,32.5,-,-,-,-,0,ºÏµ¿,43,22.4,1005.2,-
2024-06-13 23:15,219,22.5,32.5,-,-,-,-,0.4,µ¿ºÏµ¿,57,22.4,1005.2,-
2024-06-13 23:16,219,22.5,32.5,-,-,-,-,0.1,ºÏµ¿,37,22.4,1005.2,-
2024-06-13 23:17,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.4,1005.3,-
2024-06-13 23:18,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.3,-
2024-06-13 23:19,219,22.4,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.3,-
2024-06-13 23:20,219,22.4,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.3,-
2024-06-13 23:21,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.3,-
2024-06-13 23:22,219,22.5,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.3,-
2024-06-13 23:23,220,22.5,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.2,-
2024-06-13 23:24,220,22.5,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.2,-
2024-06-13 23:25,221,22.4,32.5,-,-,-,-,0,ºÏ,0,22.2,1005.2,-
2024-06-13 23:26,222,22.5,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.2,-
2024-06-13 23:27,223,22.5,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.1,-
2024-06-13 23:28,223,22.5,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.1,-
2024-06-13 23:29,224,22.5,32.5,-,-,-,-,0,ºÏ,0,22.3,1005.1,-
2024-06-13 23:30,224,22.5,32.5,-,-,-,-,0,³²³²µ¿,165,22.4,1005.1,-
2024-06-13 23:31,225,22.5,32.5,-,-,-,-,0.2,³²³²µ¿,164,22.4,1005.1,-
2024-06-13 23:32,225,22.5,32.5,-,-,-,-,0,ºÏ,0,22.4,1005,-
2024-06-13 23:33,225,22.5,32.5,-,-,-,-,0,ºÏ,0,22.4,1005,-
2024-06-13 23:34,225,22.5,32.5,-,-,-,-,0,ºÏ,0,22.4,1005,-
2024-06-13 23:35,225,22.5,32.5,-,-,-,-,0.2,µ¿³²µ¿,102,22.3,1005,-
2024-06-13 23:36,226,22.5,32.5,-,-,-,-,0.4,µ¿³²µ¿,103,22.3,1004.9,-
2024-06-13 23:37,226,22.5,32.5,-,-,-,-,0.1,µ¿³²µ¿,105,22.3,1004.9,-
2024-06-13 23:38,226,22.5,32.5,-,-,-,-,0.4,µ¿ºÏµ¿,73,22.3,1004.9,-
2024-06-13 23:39,227,22.5,32.5,-,-,-,-,0.4,ºÏµ¿,53,22.3,1004.9,-
2024-06-13 23:40,228,22.5,32.5,-,-,-,-,0.3,ºÏµ¿,44,22.3,1004.8,-
2024-06-13 23:41,228,22.5,32.5,-,-,-,-,0.6,µ¿ºÏµ¿,67,22.3,1004.8,-
2024-06-13 23:42,229,22.5,32.5,-,-,-,-,1,µ¿ºÏµ¿,66,22.3,1004.8,-
2024-06-13 23:43,230,22.5,32.5,-,-,-,-,0.9,µ¿ºÏµ¿,72,22.3,1004.8,-
2024-06-13 23:44,231,22.5,32.5,-,-,-,-,1,µ¿,81,22.3,1004.7,-
2024-06-13 23:45,232,22.5,32.5,-,-,-,-,0.9,µ¿,84,22.2,1004.7,-
2024-06-13 23:46,233,22.5,32.5,-,-,-,-,0.9,µ¿,86,22.2,1004.7,-
2024-06-13 23:47,234,22.5,32.5,-,-,-,-,0.9,µ¿,84,22.1,1004.6,-
2024-06-13 23:48,234,22.5,32.5,-,-,-,-,0.9,µ¿,89,22,1004.6,-
2024-06-13 23:49,235,22.5,32.5,-,-,-,-,1,µ¿,86,22,1004.6,-
2024-06-13 23:50,235,22.5,32.5,-,-,-,-,1.1,µ¿,84,22,1004.6,-
2024-06-13 23:51,236,22.5,32.5,-,-,-,-,1,µ¿,87,22,1004.5,-
2024-06-13 23:52,236,22.5,32.5,-,-,-,-,0.9,µ¿,88,22,1004.5,-
2024-06-13 23:53,237,22.6,32.5,-,-,-,-,0.9,µ¿,90,22,1004.5,-
2024-06-13 23:54,237,22.5,32.5,-,-,-,-,0.9,µ¿³²µ¿,104,22,1004.5,-
2024-06-13 23:55,238,22.5,32.5,-,-,-,-,0.7,µ¿³²µ¿,114,22,1004.5,-
2024-06-13 23:56,238,22.4,32.5,-,-,-,-,0.7,µ¿³²µ¿,102,22,1004.4,-
2024-06-13 23:57,239,22.4,32.5,-,-,-,-,0.9,µ¿,100,22,1004.4,-
2024-06-13 23:58,240,22.4,32.5,-,-,-,-,0.7,µ¿³²µ¿,106,22,1004.4,-
2024-06-13 23:59,240,22.4,32.5,-,-,-,-,0.9,µ¿,100,22.1,1004.4,-
2024-06-14 0:00,241,22.4,32.5,-,-,-,-,1,µ¿³²µ¿,103,22.1,1004.4,-
2024-06-14 0:01,241,22.4,32.5,-,-,-,-,0.9,µ¿³²µ¿,103,22.1,1004.3,-
2024-06-14 0:02,242,22.4,32.5,-,-,-,-,0.7,µ¿³²µ¿,104,22.1,1004.3,-
2024-06-14 0:03,243,22.5,32.5,-,-,-,-,0.8,µ¿,97,22.1,1004.3,-
2024-06-14 0:04,244,22.5,32.5,-,-,-,-,0.7,µ¿,81,22.1,1004.3,-
2024-06-14 0:05,244,22.5,32.5,-,-,-,-,0.3,µ¿ºÏµ¿,70,22.1,1004.3,-
2024-06-14 0:06,245,22.4,32.5,-,-,-,-,0.3,µ¿ºÏµ¿,75,22,1004.3,-
2024-06-14 0:07,245,22.4,32.5,-,-,-,-,0.4,µ¿ºÏµ¿,74,22,1004.3,-
2024-06-14 0:08,246,22.4,32.5,-,-,-,-,0,µ¿ºÏµ¿,64,22,1004.3,-
2024-06-14 0:09,246,22.4,32.5,-,-,-,-,0,ºÏ,0,21.9,1004.3,-
2024-06-14 0:10,247,22.4,32.5,-,-,-,-,0,ºÏ,0,21.8,1004.3,-
2024-06-14 0:11,247,22.4,32.5,-,-,-,-,0,ºÏ,0,21.8,1004.3,-
2024-06-14 0:12,248,22.4,32.5,-,-,-,-,0,ºÏ,0,21.8,1004.3,-
2024-06-14 0:13,248,22.4,32.5,-,-,-,-,0,ºÏ,0,21.7,1004.3,-
2024-06-14 0:14,248,22.4,32.5,-,-,-,-,0,ºÏ,0,21.5,1004.4,-
2024-06-14 0:15,249,22.3,32.5,-,-,-,-,0,¼­³²¼­,244,21.5,1004.4,-
2024-06-14 0:16,249,22.3,32.5,-,-,-,-,0,¼­³²¼­,244,21.4,1004.4,-
2024-06-14 0:17,249,22.3,32.5,-,-,-,-,0,ºÏ,0,21.3,1004.5,-
2024-06-14 0:18,250,22.3,32.5,-,-,-,-,0,ºÏ,0,21.3,1004.5,-
2024-06-14 0:19,250,22.3,32.5,-,-,-,-,0,ºÏ,0,21.3,1004.6,-
2024-06-14 0:20,251,22.3,32.5,-,-,-,-,0,ºÏ,0,21.3,1004.6,-
2024-06-14 0:21,251,22.3,32.5,-,-,-,-,0,ºÏ,0,21.3,1004.6,-
2024-06-14 0:22,252,22.3,32.5,-,-,-,-,0,ºÏ,0,21.2,1004.6,-
2024-06-14 0:23,252,22.3,32.5,-,-,-,-,0,ºÏ,0,21.2,1004.7,-
2024-06-14 0:24,252,22.3,32.5,-,-,-,-,0.1,³²¼­,218,21.3,1004.7,-
2024-06-14 0:25,252,22.3,32.5,-,-,-,-,0.4,³²³²¼­,209,21.3,1004.7,-
2024-06-14 0:26,252,22.3,32.5,-,-,-,-,0.8,³²³²¼­,209,21.4,1004.8,-
2024-06-14 0:27,252,22.3,32.5,-,-,-,-,1.2,³²³²¼­,210,21.4,1004.8,-
2024-06-14 0:28,252,22.3,32.5,-,-,-,-,1.4,³²³²¼­,209,21.5,1004.8,-
2024-06-14 0:29,252,22.3,32.5,-,-,-,-,1.3,³²³²¼­,209,21.5,1004.9,-
2024-06-14 0:30,252,22.3,32.5,-,-,-,-,1.1,³²,190,21.6,1004.9,-
2024-06-14 0:31,253,22.3,32.5,-,-,-,-,0.8,³²³²¼­,203,21.6,1004.9,-
2024-06-14 0:32,253,22.4,32.5,-,-,-,-,1.3,³²³²¼­,213,21.6,1004.9,-
2024-06-14 0:33,254,22.4,32.5,-,-,-,-,1.4,³²¼­,226,21.6,1005,-
2024-06-14 0:34,255,22.4,32.5,-,-,-,-,1.1,³²¼­,218,21.5,1005,-
2024-06-14 0:35,256,22.4,32.5,-,-,-,-,1.2,³²³²¼­,213,21.6,1005,-
2024-06-14 0:36,256,22.4,32.5,-,-,-,-,1.4,³²³²¼­,210,21.5,1005,-
2024-06-14 0:37,257,22.4,32.5,-,-,-,-,1.6,³²³²¼­,195,21.5,1005,-
2024-06-14 0:38,257,22.4,32.5,-,-,-,-,1.7,³²,191,21.5,1005,-
2024-06-14 0:39,258,22.4,32.5,-,-,-,-,1.7,³²³²¼­,193,21.6,1005,-
2024-06-14 0:40,258,22.4,32.5,-,-,-,-,1.4,³²,188,21.7,1005,-
2024-06-14 0:41,258,22.4,32.5,-,-,-,-,1.6,³²,190,21.8,1005,-
2024-06-14 0:42,257,22.4,32.5,-,-,-,-,1.3,³²³²¼­,192,21.9,1005,-
2024-06-14 0:43,257,22.3,32.5,-,-,-,-,1.1,³²,187,21.9,1005,-
2024-06-14 0:44,257,22.3,32.5,-,-,-,-,1.1,³²³²¼­,196,21.9,1005,-
2024-06-14 0:45,257,22.3,32.5,-,-,-,-,1,³²³²¼­,195,21.9,1005,-
2024-06-14 0:46,257,22.3,32.5,-,-,-,-,1.1,³²³²¼­,199,21.9,1005,-
2024-06-14 0:47,256,22.2,32.5,-,-,-,-,1.1,³²³²¼­,203,21.9,1005.1,-
2024-06-14 0:48,257,22.2,32.5,-,-,-,-,0.9,³²³²¼­,193,21.9,1005.1,-
2024-06-14 0:49,257,22.2,32.5,-,-,-,-,0.8,³²,191,21.8,1005.1,-
2024-06-14 0:50,256,22.2,32.5,-,-,-,-,0.9,³²³²¼­,193,21.8,1005.1,-
2024-06-14 0:51,258,22.3,32.5,-,-,-,-,0.8,³²,185,21.8,1005.1,-
2024-06-14 0:52,259,22.3,32.5,-,-,-,-,0.8,³²,179,21.9,1005.1,-
2024-06-14 0:53,260,22.3,32.5,-,-,-,-,0.9,³²³²¼­,201,21.9,1005.1,-
2024-06-14 0:54,261,22.3,32.5,-,-,-,-,0.5,³²³²¼­,203,22,1005.1,-
2024-06-14 0:55,262,22.3,32.5,-,-,-,-,1,³²³²¼­,205,22.1,1005.1,-
2024-06-14 0:56,264,22.3,32.5,-,-,-,-,1.3,³²¼­,215,22.1,1005.1,-
2024-06-14 0:57,265,22.3,32.5,-,-,-,-,1.1,³²¼­,216,22.1,1005.1,-
2024-06-14 0:58,265,22.3,32.5,-,-,-,-,1,³²³²¼­,203,22.1,1005.1,-
2024-06-14 0:59,267,22.3,32.5,-,-,-,-,1,³²³²¼­,206,22,1005.1,-
2024-06-14 1:00,267,22.4,32.5,-,-,-,-,0.9,³²³²¼­,197,22,1005.1,-
2024-06-14 1:01,267,22.4,32.5,-,-,-,-,0.7,³²³²¼­,197,22,1005.1,-
2024-06-14 1:02,267,22.4,32.5,-,-,-,-,0.8,³²³²¼­,210,22,1005.1,-
2024-06-14 1:03,266,22.4,32.5,-,-,-,-,0.6,³²³²¼­,211,22,1005.2,-
2024-06-14 1:04,266,22.4,32.5,-,-,-,-,0.7,³²¼­,219,22,1005.2,-
2024-06-14 1:05,265,22.4,32.5,-,-,-,-,0.9,³²¼­,215,22,1005.2,-
2024-06-14 1:06,264,22.4,32.5,-,-,-,-,0.9,³²³²¼­,203,21.9,1005.2,-
2024-06-14 1:07,264,22.5,32.5,-,-,-,-,0.9,³²,189,21.9,1005.2,-
2024-06-14 1:08,263,22.5,32.5,-,-,-,-,1,³²³²¼­,208,21.9,1005.2,-
2024-06-14 1:09,263,22.5,32.5,-,-,-,-,0.8,³²¼­,222,21.9,1005.2,-
2024-06-14 1:10,263,22.5,32.5,-,-,-,-,0.6,³²³²¼­,210,22,1005.2,-
2024-06-14 1:11,263,22.5,32.5,-,-,-,-,0.7,³²¼­,230,22,1005.3,-
2024-06-14 1:12,264,22.5,32.5,-,-,-,-,0.1,³²¼­,218,22,1005.3,-
2024-06-14 1:13,265,22.5,32.5,-,-,-,-,0,ºÏ,0,22,1005.3,-
2024-06-14 1:14,265,22.5,32.5,-,-,-,-,0,ºÏ,0,22,1005.3,-
2024-06-14 1:15,266,22.5,32.5,-,-,-,-,0,ºÏ,0,21.9,1005.3,-
2024-06-14 1:16,267,22.5,32.5,-,-,-,-,0,ºÏ,0,21.9,1005.3,-
2024-06-14 1:17,268,22.5,32.5,-,-,-,-,0,ºÏ,0,21.9,1005.3,-
2024-06-14 1:18,268,22.5,32.5,-,-,-,-,0,ºÏ,0,21.8,1005.2,-
2024-06-14 1:19,269,22.5,32.5,-,-,-,-,0,ºÏ,0,21.8,1005.2,-
2024-06-14 1:20,269,22.5,32.5,-,-,-,-,0,ºÏ,0,21.7,1005.2,-
2024-06-14 1:21,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.7,1005.2,-
2024-06-14 1:22,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.2,-
2024-06-14 1:23,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.2,-
2024-06-14 1:24,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.1,-
2024-06-14 1:25,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.1,-
2024-06-14 1:26,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.1,-
2024-06-14 1:27,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005.1,-
2024-06-14 1:28,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.5,1005.1,-
2024-06-14 1:29,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.5,1005.2,-
2024-06-14 1:30,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.5,1005.2,-
2024-06-14 1:31,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.4,1005.1,-
2024-06-14 1:32,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.4,1005.1,-
2024-06-14 1:33,270,22.5,32.5,-,-,-,-,0,ºÏ,0,21.4,1005.1,-
2024-06-14 1:34,270,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:35,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:36,270,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:37,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:38,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:39,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:40,271,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:41,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:42,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:43,272,22.4,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:44,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:45,273,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:46,273,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:47,273,22.5,32.4,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:48,273,22.5,32.5,-,-,-,-,0,ºÏ,0,21.2,1005.1,-
2024-06-14 1:49,274,22.5,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 1:50,274,22.5,32.5,-,-,-,-,0,ºÏ,0,21.2,1005.1,-
2024-06-14 1:51,274,22.5,32.4,-,-,-,-,0.2,³²³²µ¿,156,21.2,1005.2,-
2024-06-14 1:52,274,22.5,32.5,-,-,-,-,0.9,³²µ¿,145,21.3,1005.2,-
2024-06-14 1:53,274,22.5,32.5,-,-,-,-,0.4,³²³²µ¿,154,21.4,1005.2,-
2024-06-14 1:54,274,22.5,32.5,-,-,-,-,0.4,³²³²µ¿,162,21.5,1005.2,-
2024-06-14 1:55,274,22.5,32.5,-,-,-,-,0.5,³²µ¿,138,21.5,1005.1,-
2024-06-14 1:56,274,22.5,32.5,-,-,-,-,0.6,³²µ¿,138,21.5,1005.1,-
2024-06-14 1:57,274,22.5,32.5,-,-,-,-,0.5,³²³²µ¿,158,21.5,1005.1,-
2024-06-14 1:58,274,22.5,32.5,-,-,-,-,0.6,³²³²µ¿,149,21.5,1005,-
2024-06-14 1:59,273,22.5,32.5,-,-,-,-,0.4,³²³²µ¿,160,21.6,1005,-
2024-06-14 2:00,273,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005,-
2024-06-14 2:01,272,22.5,32.5,-,-,-,-,0,ºÏ,0,21.6,1005,-
2024-06-14 2:02,272,22.4,32.5,-,-,-,-,0,ºÏ,0,21.5,1005,-
2024-06-14 2:03,271,22.4,32.5,-,-,-,-,0,ºÏ,0,21.5,1005,-
2024-06-14 2:04,271,22.4,32.5,-,-,-,-,0,ºÏ,0,21.5,1005,-
2024-06-14 2:05,271,22.4,32.5,-,-,-,-,0,ºÏ,0,21.4,1005,-
2024-06-14 2:06,272,22.4,32.5,-,-,-,-,0,ºÏ,0,21.4,1005,-
2024-06-14 2:07,272,22.4,32.5,-,-,-,-,0,ºÏ,0,21.3,1005.1,-
2024-06-14 2:08,273,22.4,32.5,-,-,-,-,0,ºÏ,0,21.2,1005.1,-
2024-06-14 2:09,274,22.4,32.5,-,-,-,-,0,ºÏ,0,21.2,1005.1,-
2024-06-14 2:10,274,22.4,32.5,-,-,-,-,0,ºÏ,0,21.1,1005.1,-
2024-06-14 2:11,275,22.4,32.5,-,-,-,-,0,ºÏ,0,21.1,1005.1,-
2024-06-14 2:12,275,22.4,32.5,-,-,-,-,0,ºÏ,0,21.1,1005.1,-
2024-06-14 2:13,276,22.4,32.4,-,-,-,-,0,ºÏ,0,21,1005.1,-
2024-06-14 2:14,276,22.4,32.5,-,-,-,-,0.1,¼­³²¼­,248,21,1005.1,-
2024-06-14 2:15,276,22.4,32.5,-,-,-,-,0.4,ºÏµ¿,46,21,1005.1,-
2024-06-14 2:16,276,22.4,32.5,-,-,-,-,0.8,ºÏµ¿,42,21.1,1005.1,-
2024-06-14 2:17,275,22.4,32.5,-,-,-,-,0.6,ºÏµ¿,42,21.2,1005.1,-
2024-06-14 2:18,275,22.4,32.5,-,-,-,-,0.4,ºÏµ¿,44,21.3,1005.1,-
2024-06-14 2:19,275,22.4,32.5,-,-,-,-,0.2,µ¿ºÏµ¿,61,21.3,1005.1,-
2024-06-14 2:20,274,22.4,32.5,-,-,-,-,0.8,µ¿ºÏµ¿,63,21.4,1005.1,-
2024-06-14 2:21,274,22.4,32.5,-,-,-,-,1.5,µ¿ºÏµ¿,72,21.4,1005.1,-
2024-06-14 2:22,274,22.4,32.5,-,-,-,-,1.3,µ¿ºÏµ¿,75,21.5,1005.1,-
