관측소명:인천,,,,,,,,,,,,,
위도:37.451944,,,,,,,,,,,,,
경도:126.592222,,,,,,,,,,,,,
관측시간,조위(cm),수온(℃),염분(PSU),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),풍향(16points),풍향(deg),기온(℃),기압(hPa),시정(m)
2024-06-17 20:00,255,22.1,29.1,-,-,-,-,2.5,서남서,238,22.1,1006.2,-
2024-06-17 20:01,256,22.1,29.1,-,-,-,-,2.3,남서,231,22.1,1006.2,-
2024-06-17 20:02,256,22.1,29,-,-,-,-,2.6,남서,231,22.1,1006.2,-
2024-06-17 20:03,257,22.1,29.1,-,-,-,-,2.3,남서,230,22.1,1006.2,-
2024-06-17 20:04,258,22.1,29.1,-,-,-,-,2,남서,233,22.1,1006.1,-
2024-06-17 20:05,258,22.1,29.1,-,-,-,-,2,남서,232,22.1,1006.1,-
2024-06-17 20:06,259,22,29.1,-,-,-,-,2.4,남서,227,22.1,1006.1,-
2024-06-17 20:07,259,22.1,29.1,-,-,-,-,2.5,남서,220,22,1006.1,-
2024-06-17 20:08,260,22.1,29.1,-,-,-,-,2.5,남서,225,22,1006.1,-
2024-06-17 20:09,261,22.1,29.1,-,-,-,-,2.4,남서,225,22,1006.1,-
2024-06-17 20:10,262,22.1,29.1,-,-,-,-,2.7,남서,227,22,1006.2,-
2024-06-17 20:11,262,22.1,29.1,-,-,-,-,2.4,남서,229,22,1006.2,-
2024-06-17 20:12,263,22.2,29.1,-,-,-,-,2.2,남서,231,22,1006.2,-
2024-06-17 20:13,264,22.2,29.1,-,-,-,-,2,남서,235,22,1006.2,-
2024-06-17 20:14,264,22.2,29,-,-,-,-,1.6,남서,235,21.9,1006.2,-
2024-06-17 20:15,265,22.2,29,-,-,-,-,1.9,남서,236,21.9,1006.2,-
2024-06-17 20:16,266,22.2,29,-,-,-,-,1.6,서남서,238,21.9,1006.2,-
2024-06-17 20:17,267,22.2,29,-,-,-,-,1.7,서남서,250,21.9,1006.2,-
2024-06-17 20:18,268,22.3,29,-,-,-,-,1.8,서남서,247,21.9,1006.2,-
2024-06-17 20:19,269,22.3,29,-,-,-,-,1.6,남서,228,21.9,1006.3,-
2024-06-17 20:20,270,22.3,29,-,-,-,-,2,남서,226,21.9,1006.3,-
2024-06-17 20:21,271,22.3,29,-,-,-,-,1.9,남서,226,21.9,1006.3,-
2024-06-17 20:22,272,22.3,29,-,-,-,-,2.4,남서,227,21.9,1006.3,-
2024-06-17 20:23,273,22.3,29,-,-,-,-,2.3,남서,229,21.9,1006.2,-
2024-06-17 20:24,274,22.3,29,-,-,-,-,2.3,남서,228,21.9,1006.2,-
2024-06-17 20:25,275,22.3,29,-,-,-,-,2.4,남서,225,21.9,1006.2,-
2024-06-17 20:26,276,22.3,29,-,-,-,-,2.6,남서,220,21.9,1006.2,-
2024-06-17 20:27,277,22.4,29,-,-,-,-,2.2,남서,232,21.9,1006.2,-
2024-06-17 20:28,278,22.4,29,-,-,-,-,2.5,남서,232,21.9,1006.2,-
2024-06-17 20:29,279,22.4,29,-,-,-,-,2.5,남서,231,21.9,1006.2,-
2024-06-17 20:30,280,22.4,29,-,-,-,-,2.7,남서,229,21.9,1006.2,-
2024-06-17 20:31,281,22.4,29,-,-,-,-,3,남서,229,21.9,1006.2,-
2024-06-17 20:32,282,22.4,29,-,-,-,-,2.7,남서,227,21.9,1006.2,-
2024-06-17 20:33,284,22.5,29,-,-,-,-,3.1,남서,224,21.9,1006.2,-
2024-06-17 20:34,285,22.5,29,-,-,-,-,3,남서,222,21.9,1006.2,-
2024-06-17 20:35,286,22.5,29,-,-,-,-,2.8,남서,219,21.9,1006.2,-
2024-06-17 20:36,287,22.4,29,-,-,-,-,2.6,남서,222,21.9,1006.3,-
2024-06-17 20:37,288,22.4,29,-,-,-,-,2.8,남서,225,21.9,1006.3,-
2024-06-17 20:38,290,22.5,29,-,-,-,-,2.9,남서,224,21.9,1006.3,-
2024-06-17 20:39,291,22.5,29,-,-,-,-,2.5,남서,224,21.9,1006.3,-
2024-06-17 20:40,292,22.4,29,-,-,-,-,2.3,남서,222,21.9,1006.3,-
2024-06-17 20:41,294,22.5,29,-,-,-,-,2.2,남서,223,21.9,1006.3,-
2024-06-17 20:42,295,22.4,29,-,-,-,-,1.8,남서,221,21.9,1006.3,-
2024-06-17 20:43,296,22.4,29,-,-,-,-,1.8,남남서,212,21.9,1006.3,-
2024-06-17 20:44,297,22.4,29,-,-,-,-,1.8,남남서,208,21.8,1006.3,-
2024-06-17 20:45,299,22.5,29,-,-,-,-,1.7,남남서,207,21.9,1006.3,-
2024-06-17 20:46,300,22.5,29,-,-,-,-,1.9,남남서,192,21.8,1006.3,-
2024-06-17 20:47,301,22.4,29,-,-,-,-,2.3,남남서,196,21.8,1006.3,-
2024-06-17 20:48,303,22.4,29,-,-,-,-,2.2,남남서,204,21.8,1006.3,-
2024-06-17 20:49,305,22.4,29,-,-,-,-,1.7,남남서,212,21.8,1006.3,-
2024-06-17 20:50,306,22.4,29,-,-,-,-,2.2,남남서,193,21.9,1006.3,-
2024-06-17 20:51,307,22.5,29,-,-,-,-,2.1,남남서,204,21.9,1006.3,-
2024-06-17 20:52,309,22.5,29,-,-,-,-,1.8,남남서,212,21.9,1006.3,-
2024-06-17 20:53,311,22.5,29,-,-,-,-,2,남남서,203,21.9,1006.3,-
2024-06-17 20:54,312,22.5,29,-,-,-,-,1.8,남서,214,21.9,1006.3,-
2024-06-17 20:55,313,22.5,29,-,-,-,-,2,남서,220,21.9,1006.3,-
2024-06-17 20:56,315,22.5,29,-,-,-,-,2.1,남서,222,21.9,1006.3,-
2024-06-17 20:57,316,22.4,29,-,-,-,-,2.6,남서,224,21.9,1006.4,-
2024-06-17 20:58,318,22.5,29.1,-,-,-,-,2.8,남서,226,21.9,1006.4,-
2024-06-17 20:59,320,22.5,29,-,-,-,-,2.4,남서,223,21.9,1006.4,-
2024-06-17 21:00,321,22.5,29.1,-,-,-,-,2.5,남서,228,21.9,1006.4,-
2024-06-17 21:01,323,22.5,29,-,-,-,-,2.4,남서,228,21.9,1006.4,-
2024-06-17 21:02,325,22.5,29,-,-,-,-,2.4,남서,225,21.9,1006.4,-
2024-06-17 21:03,326,22.5,29,-,-,-,-,2.3,남서,222,21.9,1006.4,-
2024-06-17 21:04,328,22.5,29,-,-,-,-,2.6,남서,219,21.9,1006.4,-
2024-06-17 21:05,329,22.5,29,-,-,-,-,2.3,남서,224,21.9,1006.4,-
2024-06-17 21:06,331,22.5,29,-,-,-,-,1.7,남서,221,22,1006.4,-
2024-06-17 21:07,333,22.5,29,-,-,-,-,1.8,남남서,205,21.9,1006.4,-
2024-06-17 21:08,334,22.6,29,-,-,-,-,1.7,남남서,210,21.9,1006.4,-
2024-06-17 21:09,336,22.6,29,-,-,-,-,2.2,남남서,202,21.9,1006.5,-
2024-06-17 21:10,338,22.6,29,-,-,-,-,2,남서,219,21.9,1006.5,-
2024-06-17 21:11,339,22.6,29,-,-,-,-,2,남남서,203,21.9,1006.5,-
2024-06-17 21:12,341,22.6,29,-,-,-,-,1.8,남남서,208,22,1006.5,-
2024-06-17 21:13,343,22.6,29,-,-,-,-,1.8,남남서,204,21.9,1006.5,-
2024-06-17 21:14,344,22.6,29,-,-,-,-,2,남남서,199,21.9,1006.5,-
2024-06-17 21:15,346,22.5,29,-,-,-,-,2,남남서,204,21.9,1006.5,-
2024-06-17 21:16,348,22.5,29,-,-,-,-,2.2,남남서,205,21.9,1006.6,-
2024-06-17 21:17,349,22.6,29,-,-,-,-,2,남남서,195,21.9,1006.6,-
2024-06-17 21:18,351,22.6,29,-,-,-,-,2.3,남남서,196,21.9,1006.6,-
2024-06-17 21:19,353,22.6,29,-,-,-,-,2.3,남남서,209,21.9,1006.6,-
2024-06-17 21:20,355,22.6,29,-,-,-,-,2.1,남서,219,21.9,1006.6,-
2024-06-17 21:21,356,22.6,29,-,-,-,-,2,남남서,202,21.9,1006.6,-
2024-06-17 21:22,358,22.6,29,-,-,-,-,2.5,남남서,192,22,1006.6,-
2024-06-17 21:23,360,22.6,29,-,-,-,-,2.3,남남서,195,22,1006.6,-
2024-06-17 21:24,361,22.6,29,-,-,-,-,2.2,남남서,195,22,1006.6,-
2024-06-17 21:25,363,22.6,29,-,-,-,-,2.3,남남서,195,22,1006.6,-
2024-06-17 21:26,365,22.6,29,-,-,-,-,2,남남서,205,22,1006.6,-
2024-06-17 21:27,366,22.6,29,-,-,-,-,1.8,남남서,201,22,1006.6,-
2024-06-17 21:28,369,22.6,29,-,-,-,-,2.2,남남서,192,22,1006.7,-
2024-06-17 21:29,370,22.6,29,-,-,-,-,2.3,남남서,194,22,1006.7,-
2024-06-17 21:30,372,22.6,29,-,-,-,-,2.6,남남서,195,22,1006.7,-
2024-06-17 21:31,374,22.6,29,-,-,-,-,2.2,남남서,203,21.9,1006.7,-
2024-06-17 21:32,375,22.6,29,-,-,-,-,2,남남서,198,21.9,1006.7,-
2024-06-17 21:33,377,22.6,29,-,-,-,-,2.2,남남서,198,21.9,1006.7,-
2024-06-17 21:34,379,22.6,29,-,-,-,-,2.6,남,190,21.9,1006.7,-
2024-06-17 21:35,381,22.6,29,-,-,-,-,2.3,남남서,198,21.9,1006.8,-
2024-06-17 21:36,383,22.6,29,-,-,-,-,2.3,남남서,192,21.9,1006.8,-
2024-06-17 21:37,384,22.6,29,-,-,-,-,2.2,남남서,211,21.9,1006.8,-
2024-06-17 21:38,386,22.6,29,-,-,-,-,1.9,남남서,200,21.9,1006.8,-
2024-06-17 21:39,387,22.6,29,-,-,-,-,2.2,남남서,196,21.9,1006.8,-
2024-06-17 21:40,389,22.6,29,-,-,-,-,1.8,남남서,201,21.9,1006.8,-
2024-06-17 21:41,391,22.6,29,-,-,-,-,1.7,남남서,204,21.9,1006.8,-
2024-06-17 21:42,392,22.6,29,-,-,-,-,2,남남서,201,21.9,1006.8,-
2024-06-17 21:43,394,22.6,29,-,-,-,-,1.8,남남서,201,21.9,1006.8,-
2024-06-17 21:44,396,22.6,29,-,-,-,-,1.8,남남서,203,21.9,1006.8,-
2024-06-17 21:45,397,22.6,29,-,-,-,-,1.8,남남서,213,21.9,1006.8,-
2024-06-17 21:46,399,22.5,29,-,-,-,-,1.9,남남서,197,21.9,1006.8,-
2024-06-17 21:47,401,22.5,29,-,-,-,-,1.7,남남서,192,21.9,1006.8,-
2024-06-17 21:48,403,22.5,29,-,-,-,-,1.8,남남서,201,21.8,1006.8,-
2024-06-17 21:49,404,22.5,29,-,-,-,-,2.2,남남서,195,21.8,1006.8,-
2024-06-17 21:50,406,22.5,29,-,-,-,-,1.9,남남서,193,21.8,1006.8,-
2024-06-17 21:51,407,22.5,29,-,-,-,-,1.8,남남서,202,21.8,1006.8,-
2024-06-17 21:52,409,22.5,29,-,-,-,-,1.8,남남서,205,21.8,1006.8,-
2024-06-17 21:53,411,22.5,29,-,-,-,-,1.7,남남서,202,21.8,1006.8,-
2024-06-17 21:54,413,22.5,29,-,-,-,-,1.8,남남서,198,21.8,1006.8,-
2024-06-17 21:55,414,22.5,29,-,-,-,-,1.9,남남서,212,21.8,1006.8,-
2024-06-17 21:56,416,22.5,29,-,-,-,-,1.9,남남서,206,21.8,1006.8,-
2024-06-17 21:57,418,22.5,29,-,-,-,-,1.8,남남서,208,21.8,1006.8,-
2024-06-17 21:58,419,22.5,29,-,-,-,-,1.8,남남서,200,21.8,1006.8,-
2024-06-17 21:59,421,22.5,29,-,-,-,-,1.9,남남서,202,21.8,1006.8,-
2024-06-17 22:00,423,22.5,29,-,-,-,-,2.2,남남서,196,21.8,1006.8,-
2024-06-17 22:01,425,22.5,29,-,-,-,-,1.9,남남서,193,21.8,1006.8,-
2024-06-17 22:02,427,22.5,29,-,-,-,-,2.2,남남서,198,21.8,1006.8,-
2024-06-17 22:03,428,22.5,29,-,-,-,-,2.1,남,191,21.8,1006.8,-
2024-06-17 22:04,430,22.5,29,-,-,-,-,2.2,남남서,201,21.8,1006.8,-
2024-06-17 22:05,432,22.5,29,-,-,-,-,1.9,남남서,196,21.8,1006.8,-
2024-06-17 22:06,434,22.5,29,-,-,-,-,1.9,남남서,213,21.8,1006.8,-
2024-06-17 22:07,435,22.5,29,-,-,-,-,1.6,남남서,205,21.8,1006.8,-
2024-06-17 22:08,437,22.4,29,-,-,-,-,1.6,남남서,213,21.8,1006.8,-
2024-06-17 22:09,438,22.4,29,-,-,-,-,1.4,남남서,212,21.8,1006.8,-
2024-06-17 22:10,440,22.4,29,-,-,-,-,1.7,남서,221,21.8,1006.8,-
2024-06-17 22:11,442,22.4,29,-,-,-,-,1.4,남서,216,21.8,1006.8,-
2024-06-17 22:12,444,22.4,29.1,-,-,-,-,1.4,남남서,209,21.9,1006.8,-
2024-06-17 22:13,445,22.4,29,-,-,-,-,1.8,남남서,212,21.9,1006.8,-
2024-06-17 22:14,447,22.4,29,-,-,-,-,1.6,남서,214,21.9,1006.8,-
2024-06-17 22:15,449,22.4,29.1,-,-,-,-,1.8,남서,215,21.9,1006.8,-
2024-06-17 22:16,451,22.4,29,-,-,-,-,1.8,남서,214,21.9,1006.8,-
2024-06-17 22:17,452,22.4,29.1,-,-,-,-,1.6,남남서,210,21.9,1006.8,-
2024-06-17 22:18,454,22.4,29.1,-,-,-,-,1.6,남남서,208,21.9,1006.8,-
2024-06-17 22:19,456,22.4,29.1,-,-,-,-,1.5,남남서,198,21.9,1006.8,-
2024-06-17 22:20,458,22.3,29.1,-,-,-,-,1.6,남서,215,21.9,1006.8,-
2024-06-17 22:21,459,22.3,29.1,-,-,-,-,1.4,남남서,205,21.9,1006.8,-
2024-06-17 22:22,461,22.3,29.1,-,-,-,-,1.2,남남서,206,21.9,1006.8,-
2024-06-17 22:23,463,22.3,29.1,-,-,-,-,1.6,남남서,194,21.9,1006.8,-
2024-06-17 22:24,465,22.3,29.1,-,-,-,-,1.5,남남서,196,21.9,1006.8,-
2024-06-17 22:25,466,22.3,29.1,-,-,-,-,1.7,남서,215,21.9,1006.8,-
2024-06-17 22:26,468,22.3,29.1,-,-,-,-,2.1,남서,217,21.9,1006.8,-
2024-06-17 22:27,470,22.3,29.1,-,-,-,-,1.5,남서,219,21.9,1006.8,-
2024-06-17 22:28,472,22.3,29,-,-,-,-,1.8,남남서,196,21.9,1006.8,-
2024-06-17 22:29,474,22.3,29.1,-,-,-,-,1.8,남남서,198,21.9,1006.8,-
2024-06-17 22:30,475,22.2,29.1,-,-,-,-,1.6,남남서,205,21.9,1006.8,-
2024-06-17 22:31,477,22.3,29.1,-,-,-,-,1.9,남남서,199,21.9,1006.8,-
2024-06-17 22:32,479,22.3,29.1,-,-,-,-,1.6,남남서,198,22,1006.8,-
2024-06-17 22:33,481,22.3,29,-,-,-,-,2.4,남남서,192,22,1006.8,-
2024-06-17 22:34,483,22.3,29,-,-,-,-,2.4,남,190,22,1006.8,-
2024-06-17 22:35,485,22.3,29,-,-,-,-,2.2,남,190,22,1006.8,-
2024-06-17 22:36,486,22.3,29,-,-,-,-,2.5,남남서,193,22,1006.8,-
2024-06-17 22:37,488,22.3,29,-,-,-,-,2,남남서,200,22,1006.8,-
2024-06-17 22:38,490,22.3,29,-,-,-,-,1.8,남남서,204,22,1006.8,-
2024-06-17 22:39,492,22.3,29,-,-,-,-,2.1,남,190,22,1006.7,-
2024-06-17 22:40,494,22.3,29,-,-,-,-,2.3,남남서,194,22,1006.7,-
2024-06-17 22:41,495,22.3,29,-,-,-,-,2.1,남남서,204,22,1006.7,-
2024-06-17 22:42,497,22.3,29,-,-,-,-,1.9,남남서,204,22,1006.7,-
2024-06-17 22:43,499,22.2,29,-,-,-,-,2.3,남남서,197,22,1006.7,-
2024-06-17 22:44,501,22.3,29,-,-,-,-,2.4,남남서,195,22,1006.7,-
2024-06-17 22:45,502,22.3,29,-,-,-,-,2.4,남남서,193,22,1006.7,-
2024-06-17 22:46,504,22.3,29,-,-,-,-,2.2,남남서,202,22,1006.7,-
2024-06-17 22:47,506,22.3,28.9,-,-,-,-,1.9,남남서,207,22,1006.7,-
2024-06-17 22:48,508,22.3,28.9,-,-,-,-,2,남남서,197,22,1006.7,-
2024-06-17 22:49,510,22.3,28.9,-,-,-,-,2.3,남남서,201,22,1006.7,-
2024-06-17 22:50,511,22.3,28.9,-,-,-,-,2,남남서,197,22,1006.7,-
2024-06-17 22:51,513,22.3,28.9,-,-,-,-,2.2,남남서,199,22,1006.7,-
2024-06-17 22:52,515,22.3,28.9,-,-,-,-,2,남서,215,22,1006.6,-
2024-06-17 22:53,516,22.3,28.9,-,-,-,-,2,남서,216,22,1006.6,-
2024-06-17 22:54,518,22.3,28.9,-,-,-,-,1.6,남남서,207,21.9,1006.6,-
2024-06-17 22:55,519,22.3,28.9,-,-,-,-,2,남서,220,21.9,1006.6,-
2024-06-17 22:56,521,22.3,28.9,-,-,-,-,1.9,남서,218,21.9,1006.6,-
2024-06-17 22:57,523,22.3,28.9,-,-,-,-,1.6,남서,217,21.9,1006.6,-
2024-06-17 22:58,524,22.3,28.9,-,-,-,-,1.7,남남서,209,21.9,1006.6,-
2024-06-17 22:59,526,22.3,28.9,-,-,-,-,1.6,남남서,209,21.9,1006.6,-
2024-06-17 23:00,528,22.3,28.9,-,-,-,-,1.7,남남서,198,21.9,1006.6,-
2024-06-17 23:01,530,22.3,28.9,-,-,-,-,2.1,남서,218,21.9,1006.6,-
2024-06-17 23:02,531,22.3,28.9,-,-,-,-,2,남서,214,21.9,1006.6,-
2024-06-17 23:03,533,22.2,29,-,-,-,-,1.5,남남서,204,21.9,1006.6,-
2024-06-17 23:04,535,22.3,28.9,-,-,-,-,1.8,남서,216,21.9,1006.5,-
2024-06-17 23:05,536,22.3,28.9,-,-,-,-,1.9,남남서,196,21.9,1006.5,-
2024-06-17 23:06,538,22.3,28.9,-,-,-,-,2,남서,215,21.9,1006.5,-
2024-06-17 23:07,540,22.3,28.9,-,-,-,-,1.5,남남서,211,21.9,1006.5,-
2024-06-17 23:08,541,22.2,28.9,-,-,-,-,1.5,남남서,210,21.9,1006.5,-
2024-06-17 23:09,543,22.2,28.9,-,-,-,-,2,남남서,211,21.9,1006.5,-
2024-06-17 23:10,545,22.2,28.9,-,-,-,-,1.5,남남서,212,21.9,1006.5,-
2024-06-17 23:11,546,22.2,28.9,-,-,-,-,1.7,남남서,201,21.9,1006.5,-
2024-06-17 23:12,548,22.2,28.9,-,-,-,-,1.8,남서,217,21.9,1006.5,-
2024-06-17 23:13,550,22.2,28.9,-,-,-,-,1.7,남서,222,21.9,1006.5,-
2024-06-17 23:14,551,22.2,28.9,-,-,-,-,1.9,남서,223,21.9,1006.5,-
2024-06-17 23:15,553,22.3,28.9,-,-,-,-,1.6,남서,223,21.8,1006.5,-
2024-06-17 23:16,555,22.2,28.9,-,-,-,-,1.5,남서,218,21.9,1006.5,-
2024-06-17 23:17,556,22.2,29,-,-,-,-,1.7,남서,224,21.8,1006.5,-
2024-06-17 23:18,558,22.2,29,-,-,-,-,1.4,남서,225,21.8,1006.4,-
2024-06-17 23:19,560,22.1,29,-,-,-,-,1.6,남서,231,21.8,1006.5,-
2024-06-17 23:20,562,22.1,29,-,-,-,-,1.6,남서,228,21.8,1006.5,-
2024-06-17 23:21,563,22.1,29,-,-,-,-,1.7,남서,225,21.8,1006.4,-
2024-06-17 23:22,565,22,29,-,-,-,-,1.3,남서,229,21.8,1006.4,-
2024-06-17 23:23,566,22,29.1,-,-,-,-,1.2,남서,234,21.8,1006.4,-
2024-06-17 23:24,568,22,29.1,-,-,-,-,1.6,남서,233,21.8,1006.4,-
2024-06-17 23:25,570,22,29,-,-,-,-,1.2,서남서,239,21.8,1006.4,-
2024-06-17 23:26,571,22,29,-,-,-,-,1.1,서남서,241,21.8,1006.4,-
2024-06-17 23:27,573,22,29,-,-,-,-,1,남서,232,21.8,1006.4,-
2024-06-17 23:28,575,22.1,29,-,-,-,-,1.3,서남서,241,21.8,1006.4,-
2024-06-17 23:29,576,22.1,29,-,-,-,-,1.6,서남서,249,21.8,1006.4,-
2024-06-17 23:30,578,22.1,29,-,-,-,-,1.7,서남서,243,21.8,1006.3,-
2024-06-17 23:31,580,22.1,29,-,-,-,-,1.5,서남서,244,21.8,1006.3,-
2024-06-17 23:32,581,22.1,29,-,-,-,-,1.5,서남서,252,21.8,1006.3,-
2024-06-17 23:33,583,22.1,29,-,-,-,-,1.4,서남서,247,21.8,1006.3,-
2024-06-17 23:34,585,22.1,29,-,-,-,-,1.4,서남서,252,21.8,1006.3,-
2024-06-17 23:35,586,22.1,29,-,-,-,-,1.6,서남서,245,21.8,1006.3,-
2024-06-17 23:36,588,22.1,29,-,-,-,-,1.4,서남서,244,21.8,1006.2,-
2024-06-17 23:37,590,22.1,29,-,-,-,-,1.3,서남서,247,21.9,1006.2,-
2024-06-17 23:38,591,22.1,29,-,-,-,-,1.3,서남서,252,21.9,1006.2,-
2024-06-17 23:39,593,22.1,29,-,-,-,-,1.3,서남서,253,21.8,1006.2,-
2024-06-17 23:40,594,22.2,29,-,-,-,-,1.6,서,260,21.8,1006.2,-
2024-06-17 23:41,596,22.2,29,-,-,-,-,1.7,서남서,255,21.9,1006.2,-
2024-06-17 23:42,598,22.1,28.9,-,-,-,-,1.6,서남서,250,21.9,1006.2,-
2024-06-17 23:43,599,22.1,28.9,-,-,-,-,1.6,서남서,245,21.8,1006.2,-
2024-06-17 23:44,601,22.1,29,-,-,-,-,1.5,서남서,238,21.8,1006.1,-
2024-06-17 23:45,602,22.1,29,-,-,-,-,1.3,서남서,244,21.9,1006.1,-
2024-06-17 23:46,604,22,29,-,-,-,-,1.7,서남서,238,21.8,1006.1,-
2024-06-17 23:47,606,22.1,29,-,-,-,-,1.5,서남서,237,21.8,1006.1,-
2024-06-17 23:48,607,22.1,29,-,-,-,-,1.6,서남서,240,21.8,1006.1,-
2024-06-17 23:49,609,22.1,28.9,-,-,-,-,1.7,서남서,239,21.8,1006.1,-
2024-06-17 23:50,610,22.1,29,-,-,-,-,1.5,남서,230,21.9,1006.1,-
2024-06-17 23:51,612,22.2,28.9,-,-,-,-,1.5,남서,236,21.8,1006.1,-
2024-06-17 23:52,613,22.1,28.9,-,-,-,-,1.7,남서,233,21.8,1006.1,-
2024-06-17 23:53,615,22.1,28.9,-,-,-,-,1.6,서남서,244,21.9,1006.1,-
2024-06-17 23:54,616,22.1,28.9,-,-,-,-,1.5,남서,233,21.9,1006.1,-
2024-06-17 23:55,618,22.1,28.9,-,-,-,-,1.3,남서,229,21.9,1006.1,-
2024-06-17 23:56,619,22.1,28.9,-,-,-,-,1.2,남서,231,21.9,1006.1,-
2024-06-17 23:57,620,22.1,28.9,-,-,-,-,1.1,남서,236,21.9,1006.1,-
2024-06-17 23:58,622,22.1,28.9,-,-,-,-,1.1,남서,234,21.9,1006.1,-
2024-06-17 23:59,623,22.1,28.9,-,-,-,-,0.9,남서,232,21.9,1006.1,-
2024-06-18 0:00,625,22.1,29,-,-,-,-,1.1,남서,221,21.8,1006.1,-
2024-06-18 0:01,626,22.2,28.9,-,-,-,-,1.3,남남서,211,21.8,1006.1,-
2024-06-18 0:02,628,22.2,28.9,-,-,-,-,1.3,남남서,207,21.8,1006.1,-
2024-06-18 0:03,629,22.2,28.9,-,-,-,-,1.2,남남서,206,21.9,1006.1,-
2024-06-18 0:04,630,22.2,28.9,-,-,-,-,1.4,남남서,209,21.8,1006.1,-
2024-06-18 0:05,632,22.2,28.9,-,-,-,-,1.2,남남서,208,21.9,1006.1,-
2024-06-18 0:06,633,22.2,28.9,-,-,-,-,1.2,남남서,204,21.8,1006.1,-
2024-06-18 0:07,635,22.2,28.9,-,-,-,-,1.2,남남서,197,21.8,1006.1,-
2024-06-18 0:08,636,22.2,28.9,-,-,-,-,1.3,남남서,205,21.8,1006.1,-
2024-06-18 0:09,637,22.2,28.9,-,-,-,-,1.4,남남서,202,21.9,1006.1,-
2024-06-18 0:10,638,22.2,28.9,-,-,-,-,1.4,남남서,205,21.8,1006,-
2024-06-18 0:11,640,22.2,28.9,-,-,-,-,1.3,남남서,194,21.8,1006,-
2024-06-18 0:12,641,22.2,28.9,-,-,-,-,1.4,남남서,197,21.8,1006,-
2024-06-18 0:13,642,22.2,28.9,-,-,-,-,1.5,남남서,194,21.8,1006,-
2024-06-18 0:14,643,22.2,28.9,-,-,-,-,1.4,남남서,196,21.8,1006,-
2024-06-18 0:15,644,22.2,28.9,-,-,-,-,1.3,남남서,202,21.8,1006,-
2024-06-18 0:16,646,22.2,28.9,-,-,-,-,1.4,남남서,197,21.8,1006,-
2024-06-18 0:17,647,22.2,28.9,-,-,-,-,1.4,남,191,21.7,1006,-
2024-06-18 0:18,648,22.2,28.9,-,-,-,-,1.6,남남서,196,21.7,1006,-
2024-06-18 0:19,649,22.2,28.9,-,-,-,-,1.7,남남서,199,21.7,1006,-
2024-06-18 0:20,650,22.2,28.9,-,-,-,-,1.5,남서,215,21.7,1006,-
2024-06-18 0:21,651,22.2,28.9,-,-,-,-,1.5,남남서,208,21.6,1006,-
2024-06-18 0:22,652,22.2,28.9,-,-,-,-,1.6,남남서,201,21.6,1006,-
2024-06-18 0:23,653,22.2,28.9,-,-,-,-,1.6,남남서,204,21.6,1006,-
2024-06-18 0:24,655,22.2,28.9,-,-,-,-,1.7,남남서,210,21.6,1006,-
2024-06-18 0:25,656,22.2,28.9,-,-,-,-,1.5,남서,217,21.6,1006,-
2024-06-18 0:26,657,22.2,28.9,-,-,-,-,1.8,남서,220,21.6,1006,-
2024-06-18 0:27,658,22.2,28.9,-,-,-,-,1.6,남남서,212,21.6,1006,-
2024-06-18 0:28,659,22.2,28.9,-,-,-,-,1.5,남서,215,21.6,1006.1,-
2024-06-18 0:29,660,22.2,28.9,-,-,-,-,1.5,남서,219,21.6,1006.1,-
2024-06-18 0:30,661,22.2,28.9,-,-,-,-,1.5,남서,229,21.7,1006.1,-
2024-06-18 0:31,662,22.2,28.9,-,-,-,-,1.6,남서,216,21.7,1006.1,-
2024-06-18 0:32,663,22.2,28.9,-,-,-,-,1.6,남서,218,21.7,1006.1,-
2024-06-18 0:33,663,22.2,28.9,-,-,-,-,1.7,남서,218,21.7,1006.1,-
2024-06-18 0:34,664,22.2,28.9,-,-,-,-,1.8,남서,214,21.7,1006.2,-
2024-06-18 0:35,665,22.2,28.9,-,-,-,-,1.7,남남서,201,21.7,1006.2,-
2024-06-18 0:36,666,22.2,28.9,-,-,-,-,1.6,남남서,201,21.7,1006.1,-
2024-06-18 0:37,667,22.2,28.9,-,-,-,-,1.7,남남서,200,21.7,1006.1,-
2024-06-18 0:38,667,22.2,28.9,-,-,-,-,1.8,남남서,200,21.7,1006.2,-
2024-06-18 0:39,668,22.2,28.9,-,-,-,-,1.8,남남서,196,21.7,1006.1,-
2024-06-18 0:40,669,22.2,28.9,-,-,-,-,1.5,남,183,21.7,1006.1,-
2024-06-18 0:41,670,22.2,28.9,-,-,-,-,1.6,남,190,21.7,1006.1,-
2024-06-18 0:42,670,22.2,28.9,-,-,-,-,1.9,남,187,21.7,1006.1,-
2024-06-18 0:43,671,22.2,28.9,-,-,-,-,1.7,남,191,21.7,1006.1,-
2024-06-18 0:44,672,22.2,28.9,-,-,-,-,1.8,남남서,196,21.7,1006.1,-
2024-06-18 0:45,673,22.2,28.9,-,-,-,-,1.9,남남서,192,21.6,1006.1,-
2024-06-18 0:46,674,22.2,28.9,-,-,-,-,2.1,남,191,21.6,1006.1,-
2024-06-18 0:47,674,22.2,28.9,-,-,-,-,2.1,남,191,21.5,1006.1,-
2024-06-18 0:48,675,22.2,28.9,-,-,-,-,2.3,남,186,21.5,1006.1,-
