包螟家疙:饶器,,,,,,,,,,,,,
困档:36.6775,,,,,,,,,,,,,
版档:129.453056,,,,,,,,,,,,,
包螟矫埃,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),浅氢(16points),浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
2024-06-19 12:07,32,18.9,33.7,-,-,-,-,0.7,巢巢悼,166,27.2,1007.7,-
2024-06-19 12:08,32,18.8,33.8,-,-,-,-,0.3,巢巢悼,154,27.1,1007.7,-
2024-06-19 12:09,32,18.8,33.7,-,-,-,-,0.2,悼合悼,72,27.3,1007.7,-
2024-06-19 12:10,32,18.9,33.7,-,-,-,-,0.9,悼,85,27.5,1007.7,-
2024-06-19 12:11,33,18.9,33.7,-,-,-,-,1.2,悼,81,27.5,1007.7,-
2024-06-19 12:12,32,18.9,33.7,-,-,-,-,1,悼合悼,76,27.5,1007.7,-
2024-06-19 12:13,32,18.9,33.7,-,-,-,-,0.9,悼合悼,73,27.5,1007.8,-
2024-06-19 12:14,32,18.8,33.7,-,-,-,-,0.8,悼合悼,66,27.6,1007.7,-
2024-06-19 12:15,32,18.8,33.7,-,-,-,-,0.8,悼合悼,76,27.6,1007.7,-
2024-06-19 12:16,32,18.8,33.7,-,-,-,-,0.2,悼合悼,63,27.6,1007.7,-
2024-06-19 12:17,32,18.9,33.7,-,-,-,-,0.3,巢巢辑,210,27.7,1007.7,-
2024-06-19 12:18,32,18.9,33.7,-,-,-,-,0.7,巢,190,27.7,1007.7,-
2024-06-19 12:19,32,18.8,33.7,-,-,-,-,0.7,巢巢辑,192,27.5,1007.7,-
2024-06-19 12:20,32,18.9,33.7,-,-,-,-,0.5,巢,170,27.4,1007.7,-
2024-06-19 12:21,32,18.9,33.7,-,-,-,-,0.5,巢,170,27.4,1007.7,-
2024-06-19 12:22,32,18.9,33.7,-,-,-,-,0.3,巢,187,27.4,1007.7,-
2024-06-19 12:23,32,18.9,33.7,-,-,-,-,0,巢巢悼,150,27.4,1007.7,-
2024-06-19 12:24,32,18.9,33.7,-,-,-,-,0.1,合合悼,17,27.7,1007.7,-
2024-06-19 12:25,32,18.9,33.7,-,-,-,-,0.4,合合悼,26,27.8,1007.7,-
2024-06-19 12:26,32,18.9,33.7,-,-,-,-,0.3,合悼,37,27.8,1007.7,-
2024-06-19 12:27,32,18.9,33.7,-,-,-,-,0,合合悼,12,27.7,1007.8,-
2024-06-19 12:28,32,18.9,33.7,-,-,-,-,0.1,巢巢辑,209,27.7,1007.7,-
2024-06-19 12:29,33,18.9,33.7,-,-,-,-,0.3,巢巢辑,203,27.9,1007.7,-
2024-06-19 12:30,34,18.9,33.7,-,-,-,-,0.4,巢巢辑,202,27.9,1007.7,-
2024-06-19 12:31,34,18.9,33.7,-,-,-,-,0.5,巢巢辑,204,27.9,1007.7,-
2024-06-19 12:32,33,18.9,33.7,-,-,-,-,0.5,巢巢辑,212,27.7,1007.7,-
2024-06-19 12:33,32,18.9,33.7,-,-,-,-,0.4,巢巢辑,213,27.4,1007.7,-
2024-06-19 12:34,31,19,33.7,-,-,-,-,0.2,巢辑,221,27.2,1007.7,-
2024-06-19 12:35,30,18.9,33.7,-,-,-,-,0.1,辑巢辑,254,27.2,1007.7,-
2024-06-19 12:36,29,18.9,33.8,-,-,-,-,0.3,辑巢辑,254,27.2,1007.7,-
2024-06-19 12:37,28,19,33.7,-,-,-,-,0.2,辑巢辑,244,27.2,1007.7,-
2024-06-19 12:38,28,19,33.7,-,-,-,-,0.5,辑巢辑,237,27.3,1007.7,-
2024-06-19 12:39,28,19,33.7,-,-,-,-,0.3,辑巢辑,240,27.3,1007.7,-
2024-06-19 12:40,29,19,33.7,-,-,-,-,0.2,巢巢辑,213,27.2,1007.7,-
2024-06-19 12:41,30,19,33.7,-,-,-,-,0.2,巢巢辑,201,27.3,1007.7,-
2024-06-19 12:42,32,19,33.7,-,-,-,-,0.2,巢巢辑,204,27.5,1007.7,-
2024-06-19 12:43,33,19,33.7,-,-,-,-,0.1,巢巢辑,208,27.6,1007.7,-
2024-06-19 12:44,34,19,33.7,-,-,-,-,0,巢辑,216,27.8,1007.7,-
2024-06-19 12:45,34,19,33.7,-,-,-,-,0,巢巢辑,199,28.1,1007.7,-
2024-06-19 12:46,33,19,33.8,-,-,-,-,0,巢巢辑,194,28.4,1007.7,-
2024-06-19 12:47,33,19,33.7,-,-,-,-,0,合,0,28.6,1007.6,-
2024-06-19 12:48,32,19,33.7,-,-,-,-,0,合,0,28.9,1007.6,-
2024-06-19 12:49,31,19,33.7,-,-,-,-,0,合悼,43,29.1,1007.6,-
2024-06-19 12:50,30,19,33.7,-,-,-,-,0,合,357,29.4,1007.6,-
2024-06-19 12:51,30,19,33.7,-,-,-,-,0.3,合合悼,20,29.5,1007.6,-
2024-06-19 12:52,30,19,33.7,-,-,-,-,0.4,合合悼,27,29.6,1007.6,-
2024-06-19 12:53,30,19,33.7,-,-,-,-,0.5,合悼,43,29.5,1007.5,-
2024-06-19 12:54,31,19.1,33.7,-,-,-,-,0.7,悼合悼,63,29.4,1007.5,-
2024-06-19 12:55,31,19.1,33.7,-,-,-,-,1,悼合悼,72,29.4,1007.5,-
2024-06-19 12:56,32,19.1,33.7,-,-,-,-,1,悼,80,29.5,1007.5,-
2024-06-19 12:57,32,19.1,33.7,-,-,-,-,0.8,悼,89,29.6,1007.5,-
2024-06-19 12:58,32,19.1,33.7,-,-,-,-,0.6,悼,96,29.6,1007.5,-
2024-06-19 12:59,32,19.1,33.7,-,-,-,-,0.7,悼巢悼,104,29.6,1007.5,-
2024-06-19 13:00,32,19.1,33.7,-,-,-,-,0.5,悼,94,29.6,1007.5,-
2024-06-19 13:01,32,19.1,33.7,-,-,-,-,0.8,悼,81,29.6,1007.5,-
2024-06-19 13:02,33,19.1,33.7,-,-,-,-,1,悼,84,29.7,1007.5,-
2024-06-19 13:03,33,19.1,33.7,-,-,-,-,1.1,悼合悼,76,29.7,1007.5,-
2024-06-19 13:04,33,19.1,33.7,-,-,-,-,0.9,悼,91,29.7,1007.5,-
2024-06-19 13:05,33,19.1,33.7,-,-,-,-,1,悼合悼,77,29.7,1007.6,-
2024-06-19 13:06,33,19.1,33.7,-,-,-,-,1.2,悼,81,29.7,1007.6,-
2024-06-19 13:07,33,19.1,33.7,-,-,-,-,0.9,悼,90,29.6,1007.6,-
2024-06-19 13:08,33,19.1,33.7,-,-,-,-,1.2,悼,82,29.5,1007.6,-
2024-06-19 13:09,32,19.1,33.7,-,-,-,-,1.1,悼,85,29.4,1007.6,-
2024-06-19 13:10,32,19.1,33.7,-,-,-,-,0.8,悼,84,29.3,1007.6,-
2024-06-19 13:11,32,19.1,33.8,-,-,-,-,0.2,悼,101,29.2,1007.6,-
2024-06-19 13:12,32,19.1,33.7,-,-,-,-,0.5,巢,174,29.2,1007.6,-
2024-06-19 13:13,32,19.1,33.7,-,-,-,-,0.6,巢,177,29.2,1007.6,-
2024-06-19 13:14,33,19.1,33.7,-,-,-,-,0.7,巢,180,29.2,1007.6,-
2024-06-19 13:15,33,19.1,33.7,-,-,-,-,0.8,巢巢辑,196,29.1,1007.6,-
2024-06-19 13:16,33,19.1,33.7,-,-,-,-,0.7,巢巢辑,199,29,1007.6,-
2024-06-19 13:17,33,19.2,33.7,-,-,-,-,0.7,巢巢辑,199,28.9,1007.6,-
2024-06-19 13:18,33,19.1,33.7,-,-,-,-,0.7,巢巢辑,197,28.8,1007.6,-
2024-06-19 13:19,32,19.1,33.7,-,-,-,-,0.9,巢,188,28.7,1007.6,-
2024-06-19 13:20,31,19.1,33.7,-,-,-,-,0.7,巢,186,28.7,1007.6,-
2024-06-19 13:21,31,19.2,33.7,-,-,-,-,0.7,巢,179,28.7,1007.6,-
2024-06-19 13:22,30,19.1,33.7,-,-,-,-,0.4,巢巢悼,155,28.7,1007.6,-
2024-06-19 13:23,30,19.1,33.7,-,-,-,-,0.1,辑巢辑,246,28.8,1007.6,-
2024-06-19 13:24,30,19.2,33.7,-,-,-,-,0.1,合合悼,21,29.1,1007.6,-
2024-06-19 13:25,30,19.2,33.7,-,-,-,-,0.1,合合悼,30,29.2,1007.6,-
2024-06-19 13:26,31,19.2,33.7,-,-,-,-,0.3,悼合悼,61,29.3,1007.6,-
2024-06-19 13:27,32,19.2,33.7,-,-,-,-,0.5,悼,79,29.3,1007.5,-
2024-06-19 13:28,33,19.2,33.7,-,-,-,-,0.1,悼合悼,67,29.3,1007.5,-
2024-06-19 13:29,34,19.2,33.7,-,-,-,-,0,悼合悼,58,29.5,1007.5,-
2024-06-19 13:30,34,19.2,33.7,-,-,-,-,0.3,悼合悼,67,29.6,1007.5,-
2024-06-19 13:31,35,19.2,33.7,-,-,-,-,0.5,悼合悼,68,29.7,1007.5,-
2024-06-19 13:32,35,19.2,33.7,-,-,-,-,0.5,悼合悼,73,29.8,1007.5,-
2024-06-19 13:33,34,19.2,33.7,-,-,-,-,0.3,悼,79,29.8,1007.5,-
2024-06-19 13:34,33,19.2,33.7,-,-,-,-,0.2,合悼,46,29.8,1007.5,-
2024-06-19 13:35,32,19.3,33.7,-,-,-,-,0.4,合悼,46,29.8,1007.5,-
2024-06-19 13:36,31,19.3,33.7,-,-,-,-,0.7,合悼,54,29.6,1007.5,-
2024-06-19 13:37,31,19.3,33.7,-,-,-,-,0.6,合悼,55,29.4,1007.5,-
2024-06-19 13:38,31,19.3,33.8,-,-,-,-,0.8,悼合悼,67,29.3,1007.5,-
2024-06-19 13:39,31,19.3,33.7,-,-,-,-,0.9,悼合悼,67,29.3,1007.5,-
2024-06-19 13:40,31,19.3,33.7,-,-,-,-,0.4,合悼,42,29.3,1007.5,-
2024-06-19 13:41,32,19.3,33.7,-,-,-,-,0.9,悼合悼,60,29.3,1007.5,-
2024-06-19 13:42,32,19.3,33.7,-,-,-,-,1,悼合悼,60,29.2,1007.5,-
2024-06-19 13:43,33,19.3,33.7,-,-,-,-,0.8,合悼,49,29.2,1007.5,-
2024-06-19 13:44,32,19.3,33.7,-,-,-,-,1,悼合悼,72,29.1,1007.5,-
2024-06-19 13:45,31,19.3,33.7,-,-,-,-,1.1,悼合悼,66,29,1007.5,-
2024-06-19 13:46,30,19.4,33.7,-,-,-,-,0.9,合悼,50,29,1007.5,-
2024-06-19 13:47,29,19.4,33.7,-,-,-,-,0.7,合悼,44,28.9,1007.5,-
2024-06-19 13:48,28,19.4,33.7,-,-,-,-,0.8,合悼,44,28.8,1007.5,-
2024-06-19 13:49,28,19.4,33.7,-,-,-,-,1.2,悼合悼,71,28.7,1007.5,-
2024-06-19 13:50,28,19.4,33.7,-,-,-,-,1.1,悼合悼,77,28.7,1007.5,-
2024-06-19 13:51,29,19.4,33.7,-,-,-,-,0.7,悼合悼,75,28.8,1007.5,-
2024-06-19 13:52,30,19.4,33.7,-,-,-,-,0.7,悼合悼,70,29,1007.5,-
2024-06-19 13:53,31,19.4,33.7,-,-,-,-,0.6,悼合悼,60,29.1,1007.4,-
2024-06-19 13:54,31,19.4,33.7,-,-,-,-,0.7,悼合悼,62,29.1,1007.5,-
2024-06-19 13:55,31,19.4,33.7,-,-,-,-,0.7,悼合悼,61,29.1,1007.5,-
2024-06-19 13:56,31,19.4,33.7,-,-,-,-,0.6,悼合悼,69,29,1007.4,-
2024-06-19 13:57,31,19.4,33.7,-,-,-,-,0.4,合悼,53,29,1007.5,-
2024-06-19 13:58,31,19.4,33.7,-,-,-,-,0.3,巢巢悼,164,29.1,1007.5,-
2024-06-19 13:59,32,19.4,33.7,-,-,-,-,0.9,巢巢悼,168,29.3,1007.5,-
2024-06-19 14:00,32,19.4,33.7,-,-,-,-,1.3,巢,181,29.4,1007.5,-
2024-06-19 14:01,33,19.5,33.7,-,-,-,-,2.1,巢巢辑,202,29.2,1007.5,-
2024-06-19 14:02,33,19.5,33.7,-,-,-,-,2.2,巢巢辑,200,28.7,1007.5,-
2024-06-19 14:03,32,19.5,33.7,-,-,-,-,1.9,巢巢辑,198,28.3,1007.5,-
2024-06-19 14:04,31,19.5,33.7,-,-,-,-,1.4,巢,185,28.1,1007.5,-
2024-06-19 14:05,30,19.5,33.7,-,-,-,-,1.1,巢,172,28,1007.5,-
2024-06-19 14:06,29,19.5,33.7,-,-,-,-,0.8,巢,170,28,1007.5,-
2024-06-19 14:07,29,19.5,33.7,-,-,-,-,0.7,巢巢悼,168,28.1,1007.5,-
2024-06-19 14:08,29,19.5,33.7,-,-,-,-,0.5,巢,173,28.2,1007.5,-
2024-06-19 14:09,30,19.5,33.7,-,-,-,-,0.8,巢,172,28.3,1007.5,-
2024-06-19 14:10,30,19.6,33.7,-,-,-,-,0.8,巢,175,28.5,1007.5,-
2024-06-19 14:11,31,19.6,33.7,-,-,-,-,0.8,巢,177,28.5,1007.5,-
2024-06-19 14:12,30,19.6,33.7,-,-,-,-,0.4,巢,180,28.5,1007.5,-
2024-06-19 14:13,30,19.6,33.7,-,-,-,-,0.1,巢,184,28.5,1007.5,-
2024-06-19 14:14,29,19.6,33.7,-,-,-,-,0.2,悼合悼,76,28.6,1007.5,-
2024-06-19 14:15,29,19.6,33.7,-,-,-,-,0.2,悼,81,28.8,1007.5,-
2024-06-19 14:16,29,19.6,33.7,-,-,-,-,0.4,悼,82,28.9,1007.5,-
2024-06-19 14:17,29,19.6,33.7,-,-,-,-,0.7,悼合悼,75,28.9,1007.5,-
2024-06-19 14:18,29,19.6,33.7,-,-,-,-,0.6,悼,79,29.1,1007.5,-
2024-06-19 14:19,30,19.6,33.7,-,-,-,-,0.3,悼,83,29.1,1007.5,-
2024-06-19 14:20,31,19.6,33.7,-,-,-,-,0.5,悼合悼,66,29.2,1007.4,-
2024-06-19 14:21,31,19.6,33.7,-,-,-,-,0.4,合悼,50,29.2,1007.4,-
2024-06-19 14:22,31,19.6,33.7,-,-,-,-,0.2,合悼,44,29.3,1007.4,-
2024-06-19 14:23,30,19.6,33.7,-,-,-,-,0.1,合辑,307,29.3,1007.4,-
2024-06-19 14:24,30,19.6,33.7,-,-,-,-,0.1,合,9,29.3,1007.4,-
2024-06-19 14:25,30,19.6,33.7,-,-,-,-,0.3,巢,188,29.3,1007.4,-
2024-06-19 14:26,29,19.6,33.7,-,-,-,-,0.8,巢,185,29.4,1007.4,-
2024-06-19 14:27,29,19.6,33.7,-,-,-,-,0.3,巢巢悼,167,29.4,1007.4,-
2024-06-19 14:28,29,19.6,33.7,-,-,-,-,0.7,巢,185,29.4,1007.4,-
2024-06-19 14:29,30,19.6,33.7,-,-,-,-,0.9,巢,173,29.4,1007.4,-
2024-06-19 14:30,30,19.6,33.7,-,-,-,-,1.4,巢,185,29.2,1007.4,-
2024-06-19 14:31,30,19.6,33.7,-,-,-,-,1.5,巢,187,28.8,1007.5,-
2024-06-19 14:32,30,19.6,33.7,-,-,-,-,1.3,巢,185,28.5,1007.4,-
2024-06-19 14:33,29,19.6,33.7,-,-,-,-,1.1,巢,188,28.2,1007.4,-
2024-06-19 14:34,29,19.7,33.7,-,-,-,-,0.8,巢,183,28,1007.4,-
2024-06-19 14:35,28,19.7,33.7,-,-,-,-,0.9,巢,182,28,1007.4,-
2024-06-19 14:36,28,19.7,33.7,-,-,-,-,1,巢,181,28,1007.4,-
2024-06-19 14:37,29,19.7,33.7,-,-,-,-,1.1,巢,182,28,1007.4,-
2024-06-19 14:38,29,19.7,33.7,-,-,-,-,1.1,巢,178,28,1007.4,-
2024-06-19 14:39,30,19.7,33.7,-,-,-,-,1,巢,185,28,1007.4,-
2024-06-19 14:40,31,19.7,33.7,-,-,-,-,0.7,巢,191,27.9,1007.4,-
2024-06-19 14:41,31,19.7,33.7,-,-,-,-,0.4,巢巢辑,204,27.9,1007.4,-
2024-06-19 14:42,30,19.7,33.7,-,-,-,-,0.4,巢巢辑,207,27.9,1007.4,-
2024-06-19 14:43,30,19.7,33.7,-,-,-,-,0.6,巢,184,28,1007.4,-
2024-06-19 14:44,29,19.7,33.7,-,-,-,-,0.6,巢,180,28.1,1007.4,-
2024-06-19 14:45,28,19.7,33.7,-,-,-,-,0.9,巢,183,28.2,1007.5,-
2024-06-19 14:46,27,19.7,33.7,-,-,-,-,1.1,巢,189,28.2,1007.4,-
2024-06-19 14:47,27,19.7,33.7,-,-,-,-,0.7,巢,174,28.1,1007.5,-
2024-06-19 14:48,27,19.7,33.7,-,-,-,-,0.4,巢,176,28.1,1007.4,-
2024-06-19 14:49,27,19.7,33.7,-,-,-,-,0,巢辑,215,28.2,1007.5,-
2024-06-19 14:50,27,19.7,33.7,-,-,-,-,0.1,巢辑,226,28.5,1007.4,-
2024-06-19 14:51,28,19.7,33.7,-,-,-,-,0,辑合辑,284,28.7,1007.4,-
2024-06-19 14:52,28,19.7,33.7,-,-,-,-,0.3,巢辑,231,29,1007.4,-
2024-06-19 14:53,28,19.7,33.7,-,-,-,-,0.5,巢巢辑,199,29.1,1007.4,-
2024-06-19 14:54,27,19.7,33.7,-,-,-,-,0.9,巢巢辑,193,29.1,1007.4,-
2024-06-19 14:55,27,19.8,33.7,-,-,-,-,0.7,巢巢辑,193,29,1007.4,-
2024-06-19 14:56,27,19.8,33.7,-,-,-,-,0.4,巢巢辑,195,28.8,1007.4,-
2024-06-19 14:57,27,19.8,33.7,-,-,-,-,0.3,巢辑,227,28.8,1007.4,-
2024-06-19 14:58,27,19.8,33.7,-,-,-,-,0.5,巢巢辑,203,28.8,1007.5,-
2024-06-19 14:59,27,19.8,33.7,-,-,-,-,0.6,巢巢辑,199,28.8,1007.5,-
2024-06-19 15:00,27,19.8,33.7,-,-,-,-,0.6,巢巢辑,209,28.7,1007.5,-
2024-06-19 15:01,27,19.8,33.7,-,-,-,-,0.7,巢巢辑,208,28.6,1007.5,-
2024-06-19 15:02,28,19.7,33.7,-,-,-,-,0.7,巢,186,28.6,1007.5,-
2024-06-19 15:03,28,19.7,33.7,-,-,-,-,0.5,巢巢辑,195,28.6,1007.5,-
2024-06-19 15:04,28,19.8,33.7,-,-,-,-,0.6,巢巢辑,206,28.6,1007.4,-
2024-06-19 15:05,28,19.8,33.7,-,-,-,-,0.3,巢巢辑,206,28.6,1007.4,-
2024-06-19 15:06,28,19.8,33.7,-,-,-,-,0.7,巢巢辑,208,28.6,1007.4,-
2024-06-19 15:07,28,19.8,33.7,-,-,-,-,0.5,巢巢辑,198,28.6,1007.5,-
2024-06-19 15:08,27,19.8,33.7,-,-,-,-,0.4,巢,189,28.6,1007.4,-
2024-06-19 15:09,27,19.8,33.7,-,-,-,-,0.6,巢,178,28.7,1007.4,-
2024-06-19 15:10,27,19.8,33.7,-,-,-,-,0.5,巢,182,28.8,1007.4,-
2024-06-19 15:11,27,19.8,33.7,-,-,-,-,0.7,巢,183,28.9,1007.4,-
2024-06-19 15:12,27,19.8,33.7,-,-,-,-,0.8,巢,183,28.9,1007.4,-
2024-06-19 15:13,28,19.8,33.7,-,-,-,-,0.8,巢,172,28.9,1007.4,-
2024-06-19 15:14,28,19.8,33.7,-,-,-,-,0.5,巢,185,28.9,1007.4,-
2024-06-19 15:15,28,19.8,33.7,-,-,-,-,0.4,巢巢辑,201,28.9,1007.4,-
2024-06-19 15:16,28,19.8,33.7,-,-,-,-,0.5,巢,179,28.9,1007.4,-
2024-06-19 15:17,28,19.8,33.7,-,-,-,-,0.7,巢,178,28.9,1007.4,-
2024-06-19 15:18,27,19.8,33.7,-,-,-,-,0.6,巢,169,28.8,1007.4,-
2024-06-19 15:19,26,19.8,33.7,-,-,-,-,0.6,巢,170,28.8,1007.4,-
2024-06-19 15:20,25,19.8,33.7,-,-,-,-,0.7,巢巢悼,160,28.8,1007.4,-
2024-06-19 15:21,25,19.8,33.7,-,-,-,-,0.3,悼巢悼,112,28.8,1007.4,-
2024-06-19 15:22,25,19.8,33.7,-,-,-,-,0.3,悼,80,28.9,1007.4,-
2024-06-19 15:23,26,19.8,33.7,-,-,-,-,0.5,巢巢辑,210,29,1007.4,-
2024-06-19 15:24,28,19.8,33.7,-,-,-,-,1.3,巢巢辑,201,29,1007.4,-
2024-06-19 15:25,29,19.8,33.7,-,-,-,-,1.3,巢巢辑,195,28.7,1007.4,-
2024-06-19 15:26,29,19.8,33.7,-,-,-,-,1.1,巢,176,28.6,1007.4,-
2024-06-19 15:27,30,19.8,33.7,-,-,-,-,1.2,巢,173,28.4,1007.4,-
2024-06-19 15:28,29,19.8,33.7,-,-,-,-,1.1,巢,180,28.4,1007.4,-
2024-06-19 15:29,28,19.8,33.7,-,-,-,-,1.1,巢,174,28.3,1007.4,-
2024-06-19 15:30,27,19.8,33.7,-,-,-,-,1.4,巢巢悼,166,28.4,1007.4,-
2024-06-19 15:31,26,19.8,33.7,-,-,-,-,2,巢巢悼,165,28.3,1007.5,-
2024-06-19 15:32,26,19.8,33.7,-,-,-,-,1.8,巢巢悼,159,28.1,1007.6,-
2024-06-19 15:33,26,19.8,33.7,-,-,-,-,0.9,巢巢悼,165,28.1,1007.5,-
2024-06-19 15:34,26,19.8,33.7,-,-,-,-,0.8,巢巢辑,197,28.1,1007.4,-
2024-06-19 15:35,27,19.8,33.7,-,-,-,-,1.2,巢,184,27.9,1007.4,-
2024-06-19 15:36,28,19.8,33.7,-,-,-,-,1.6,巢,171,27.7,1007.5,-
2024-06-19 15:37,29,19.8,33.7,-,-,-,-,2.7,巢,172,27.5,1007.5,-
2024-06-19 15:38,29,19.8,33.7,-,-,-,-,2.3,巢,179,27.2,1007.5,-
2024-06-19 15:39,28,19.8,33.7,-,-,-,-,2.1,巢,178,27,1007.5,-
2024-06-19 15:40,27,19.8,33.7,-,-,-,-,2.3,巢,175,27,1007.5,-
2024-06-19 15:41,25,19.8,33.7,-,-,-,-,1.7,巢,185,27,1007.5,-
2024-06-19 15:42,24,19.8,33.7,-,-,-,-,1.8,巢,191,26.9,1007.4,-
2024-06-19 15:43,23,19.8,33.7,-,-,-,-,2.4,巢,182,26.9,1007.5,-
2024-06-19 15:44,23,19.8,33.7,-,-,-,-,2.3,巢,183,26.9,1007.5,-
2024-06-19 15:45,23,19.8,33.7,-,-,-,-,1.7,巢,179,26.9,1007.5,-
2024-06-19 15:46,24,19.8,33.7,-,-,-,-,1.9,巢,172,26.9,1007.5,-
2024-06-19 15:47,24,19.8,33.7,-,-,-,-,1.3,巢,177,27.1,1007.5,-
2024-06-19 15:48,25,19.8,33.7,-,-,-,-,1.2,巢,172,27.2,1007.5,-
2024-06-19 15:49,26,19.8,33.7,-,-,-,-,1.5,巢,174,27.4,1007.5,-
2024-06-19 15:50,27,19.8,33.7,-,-,-,-,1.5,巢,178,27.4,1007.5,-
2024-06-19 15:51,27,19.8,33.7,-,-,-,-,1.4,巢,181,27.3,1007.5,-
2024-06-19 15:52,27,19.8,33.7,-,-,-,-,1.4,巢,187,27.2,1007.5,-
2024-06-19 15:53,26,19.8,33.7,-,-,-,-,1.5,巢,190,27,1007.5,-
2024-06-19 15:54,25,19.8,33.7,-,-,-,-,1.7,巢,180,26.9,1007.5,-
2024-06-19 15:55,25,19.8,33.7,-,-,-,-,1.4,巢巢辑,195,26.8,1007.5,-
2024-06-19 15:56,24,19.8,33.7,-,-,-,-,1.9,巢,185,26.8,1007.5,-
2024-06-19 15:57,24,19.8,33.7,-,-,-,-,1.7,巢巢辑,192,26.8,1007.5,-
2024-06-19 15:58,24,19.7,33.7,-,-,-,-,1.4,巢巢辑,195,26.7,1007.5,-
2024-06-19 15:59,23,19.7,33.7,-,-,-,-,1.4,巢,190,26.7,1007.5,-
2024-06-19 16:00,23,19.7,33.7,-,-,-,-,1.4,巢,191,26.7,1007.5,-
2024-06-19 16:01,23,19.7,33.7,-,-,-,-,1.1,巢,187,26.7,1007.4,-
2024-06-19 16:02,23,19.7,33.7,-,-,-,-,1.2,巢,185,26.7,1007.5,-
2024-06-19 16:03,23,19.8,33.7,-,-,-,-,0.9,巢,189,26.9,1007.4,-
2024-06-19 16:04,23,19.8,33.7,-,-,-,-,1.1,巢,185,27,1007.5,-
2024-06-19 16:05,24,19.7,33.7,-,-,-,-,0.8,巢,175,27,1007.5,-
2024-06-19 16:06,24,19.7,33.7,-,-,-,-,0.8,巢,178,27.1,1007.5,-
2024-06-19 16:07,25,19.7,33.7,-,-,-,-,0.7,巢巢悼,168,27.2,1007.5,-
2024-06-19 16:08,26,19.7,33.8,-,-,-,-,0.8,巢,169,27.3,1007.5,-
2024-06-19 16:09,26,19.7,33.7,-,-,-,-,0.6,巢,177,27.3,1007.5,-
2024-06-19 16:10,26,19.8,33.7,-,-,-,-,0.8,巢,177,27.4,1007.4,-
2024-06-19 16:11,25,19.8,33.7,-,-,-,-,0.8,巢,170,27.4,1007.4,-
2024-06-19 16:12,25,19.8,33.7,-,-,-,-,0.9,巢,170,27.4,1007.4,-
2024-06-19 16:13,24,19.8,33.7,-,-,-,-,0.7,巢,179,27.4,1007.4,-
2024-06-19 16:14,23,19.8,33.7,-,-,-,-,0.5,巢,184,27.4,1007.4,-
2024-06-19 16:15,22,19.8,33.7,-,-,-,-,0.7,巢,187,27.5,1007.4,-
2024-06-19 16:16,22,19.8,33.7,-,-,-,-,0.7,巢,175,27.6,1007.4,-
2024-06-19 16:17,23,19.8,33.7,-,-,-,-,0.8,巢,176,27.6,1007.4,-
2024-06-19 16:18,23,19.8,33.7,-,-,-,-,1,巢,172,27.6,1007.4,-
2024-06-19 16:19,24,19.8,33.7,-,-,-,-,0.8,巢,187,27.6,1007.3,-
2024-06-19 16:20,25,19.8,33.7,-,-,-,-,0.8,巢,176,27.6,1007.3,-
2024-06-19 16:21,25,19.9,33.7,-,-,-,-,0.8,巢,176,27.6,1007.2,-
2024-06-19 16:22,25,19.9,33.7,-,-,-,-,0.7,巢,171,27.7,1007.2,-
2024-06-19 16:23,25,19.9,33.7,-,-,-,-,0.7,巢,172,27.7,1007.2,-
2024-06-19 16:24,24,19.9,33.7,-,-,-,-,0.8,巢,178,27.7,1007.2,-
2024-06-19 16:25,23,19.9,33.7,-,-,-,-,0.7,巢,169,27.7,1007.2,-
2024-06-19 16:26,22,19.8,33.7,-,-,-,-,0.8,巢,170,27.7,1007.2,-
2024-06-19 16:27,22,19.8,33.8,-,-,-,-,1,巢,172,27.8,1007.2,-
2024-06-19 16:28,22,19.9,33.8,-,-,-,-,0.9,巢,173,27.8,1007.2,-
2024-06-19 16:29,22,19.9,33.7,-,-,-,-,0.8,巢巢悼,165,27.8,1007.1,-
2024-06-19 16:30,22,19.9,33.8,-,-,-,-,0.6,巢巢悼,166,27.8,1007.1,-
2024-06-19 16:31,22,20,33.7,-,-,-,-,0.9,巢巢悼,162,27.8,1007,-
2024-06-19 16:32,23,20,33.7,-,-,-,-,0.7,巢巢悼,158,27.8,1007,-
2024-06-19 16:33,23,20,33.7,-,-,-,-,0.9,巢巢悼,162,27.9,1006.9,-
2024-06-19 16:34,23,20,33.7,-,-,-,-,0.7,巢巢悼,164,28,1006.9,-
2024-06-19 16:35,23,20,33.7,-,-,-,-,0.9,巢巢悼,168,28,1006.9,-
2024-06-19 16:36,23,20,33.7,-,-,-,-,0.8,巢,177,27.9,1006.9,-
2024-06-19 16:37,23,20,33.7,-,-,-,-,0.8,巢,174,27.9,1006.8,-
2024-06-19 16:38,23,20.1,33.7,-,-,-,-,0.8,巢,172,27.8,1006.8,-
2024-06-19 16:39,23,20.1,33.7,-,-,-,-,0.6,巢,172,27.8,1006.8,-
2024-06-19 16:40,24,20.1,33.7,-,-,-,-,0.8,巢,180,27.8,1006.8,-
2024-06-19 16:41,24,20.1,33.7,-,-,-,-,0.7,巢,177,27.7,1006.8,-
2024-06-19 16:42,23,20.1,33.7,-,-,-,-,0.8,巢,183,27.6,1006.8,-
