°üÃø¼Ò¸í:¿©¼öÇ×,,,,,,,,,,,,,,
À§µµ:34.794722,,,,,,,,,,,,,,
°æµµ:127.808055,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-17 10:40,24.2,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 10:50,24.2,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:00,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:10,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:20,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:30,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:40,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 11:50,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:00,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:10,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:20,-,³²,173,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:30,-,ºÏ,3,21.28,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:40,4.7,¼­³²¼­,252,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-17 12:50,7.7,¼­³²¼­,239,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:00,5.2,¼­,274,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:10,5.8,ºÏ¼­,305,21.21,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:20,0,ºÏ,0,-,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:30,-,ºÏ,3,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:40,12.5,ºÏºÏ¼­,334,21.17,-,-,-,-,-,-,-,-,-,-
2024-06-17 13:50,14.3,ºÏºÏ¼­,342,21.12,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:00,13.5,ºÏºÏ¼­,347,21.02,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:10,12.9,ºÏºÏ¼­,341,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:20,13.8,ºÏºÏ¼­,337,20.96,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:30,9.7,ºÏ,349,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:40,8.3,ºÏ¼­,311,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-17 14:50,16.7,ºÏ,350,20.85,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:00,16.7,ºÏ,359,20.88,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:10,16.8,ºÏ,357,20.97,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:20,16.4,ºÏºÏµ¿,14,21.26,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:30,19.5,ºÏ,9,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:40,12.3,ºÏ,6,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-17 15:50,11.8,³²,181,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:00,17.2,ºÏ,1,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:10,13.8,ºÏºÏµ¿,15,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:20,15.4,ºÏ,8,21.68,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:30,13.3,ºÏºÏµ¿,19,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:40,12,ºÏºÏµ¿,15,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-17 16:50,10.3,ºÏºÏµ¿,15,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:00,10,ºÏ,11,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:10,5.1,ºÏºÏµ¿,18,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:20,8.2,ºÏ,352,22.01,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:30,4.2,ºÏ,5,21.91,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:40,4.8,ºÏºÏµ¿,13,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-17 17:50,2.3,ºÏºÏµ¿,25,21.73,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:00,5.1,³²µ¿,127,22.13,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:10,6.8,¼­,259,22.36,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:20,8,³²µ¿,124,22.3,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:30,7.3,³²µ¿,132,22.34,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:40,11.4,³²µ¿,132,22.21,-,-,-,-,-,-,-,-,-,-
2024-06-17 18:50,14.6,³²µ¿,134,22.31,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:00,13.9,³²³²µ¿,166,22.2,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:10,14.9,³²³²µ¿,168,21.98,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:20,13.6,³²,179,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:30,11.1,³²,171,22.21,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:40,17.3,³²,180,22.42,-,-,-,-,-,-,-,-,-,-
2024-06-17 19:50,19.4,³²,172,22.44,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:00,16.8,³²,177,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:10,15.9,³²,172,22.22,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:20,18.3,³²³²µ¿,168,22.13,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:30,20,³²,176,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:40,17.9,³²,186,21.98,-,-,-,-,-,-,-,-,-,-
2024-06-17 20:50,14.7,³²,186,22.03,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:00,18.2,³²,183,21.99,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:10,18,³²,177,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:20,14.5,³²,183,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:30,21.8,³²,173,22.02,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:40,18,³²,179,22.01,-,-,-,-,-,-,-,-,-,-
2024-06-17 21:50,16.8,³²,188,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:00,11,³²³²¼­,193,21.78,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:10,15.2,³²,189,21.6,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:20,14.8,³²³²¼­,200,21.6,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:30,18,³²,191,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:40,13.3,³²³²¼­,201,21.31,-,-,-,-,-,-,-,-,-,-
2024-06-17 22:50,15.9,³²³²¼­,194,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:00,12.7,³²³²¼­,202,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:10,10.5,³²³²¼­,196,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:20,5.9,³²¼­,231,21.25,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:30,8.2,³²³²¼­,211,21.16,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:40,5.3,³²³²¼­,209,21.2,-,-,-,-,-,-,-,-,-,-
2024-06-17 23:50,5.6,³²³²¼­,213,21.12,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:00,1.6,¼­³²¼­,256,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:10,5.1,³²³²¼­,204,21.22,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:20,12.4,³²,190,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:30,10.3,³²¼­,216,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:40,2.2,³²,186,22.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 0:50,8,³²³²¼­,197,21.58,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:00,8.2,³²³²¼­,201,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:10,3.1,¼­,267,21.69,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:20,4.6,ºÏºÏ¼­,339,21.89,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:30,8.1,ºÏ¼­,320,22.07,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:40,8.1,¼­ºÏ¼­,302,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 1:50,6.6,ºÏ,6,22.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:00,1.2,ºÏ,4,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:10,1.8,ºÏºÏ¼­,334,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:20,2.6,ºÏºÏ¼­,340,22.03,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:30,6.4,ºÏºÏ¼­,348,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:40,3.2,ºÏ,353,21.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 2:50,5.6,ºÏ,354,22.3,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:00,12.3,ºÏ,352,22.42,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:10,12.9,ºÏ,9,22.62,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:20,9.8,ºÏºÏµ¿,18,22.8,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:30,10.9,ºÏºÏµ¿,16,22.62,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:40,12.3,ºÏ,1,22.17,-,-,-,-,-,-,-,-,-,-
2024-06-18 3:50,9.3,ºÏ,1,21.58,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:00,6.9,ºÏ,4,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:10,4.8,ºÏºÏµ¿,30,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:20,8.3,ºÏºÏµ¿,16,22.57,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:40,7.6,ºÏµ¿,35,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-18 4:50,8.6,ºÏºÏµ¿,30,22.2,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:00,7.5,ºÏºÏµ¿,12,21.83,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:10,4.8,ºÏµ¿,42,21.96,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:20,11,ºÏ,358,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:30,8.6,ºÏºÏµ¿,12,22.17,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:40,4.7,ºÏºÏµ¿,28,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-18 5:50,3.1,³²,186,21.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:00,10.4,µ¿,96,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:10,4.9,¼­,264,21.92,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:20,4.4,ºÏµ¿,38,21.37,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:30,5.7,µ¿³²µ¿,116,21.77,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:40,5.4,³²,170,21.71,-,-,-,-,-,-,-,-,-,-
2024-06-18 6:50,11.6,³²,177,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:00,12.8,³²³²µ¿,163,21.83,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:10,10.4,³²³²µ¿,166,21.94,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:20,10.3,³²³²µ¿,168,22.02,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:30,14.8,³²,170,22.24,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:40,12.3,³²,172,22.09,-,-,-,-,-,-,-,-,-,-
2024-06-18 7:50,11.3,³²,174,22.03,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:00,16.7,³²,176,22,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:10,10.4,³²,189,22.19,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:20,20.1,³²,182,22.21,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:30,9.1,³²³²¼­,192,22.05,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:40,9.7,³²,177,21.71,-,-,-,-,-,-,-,-,-,-
2024-06-18 8:50,11.4,³²,172,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:00,11.2,³²,187,21.6,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:10,12.5,³²³²¼­,202,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:20,8.4,µ¿³²µ¿,122,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:30,5.4,³²,184,21.59,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:40,9.3,³²³²¼­,196,21.32,-,-,-,-,-,-,-,-,-,-
2024-06-18 9:50,6.9,³²³²¼­,206,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:00,8.9,³²³²¼­,199,21.27,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:10,6.9,³²³²¼­,194,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:20,15.6,³²³²¼­,198,21.05,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:30,16,³²³²¼­,196,21.2,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:40,11,³²,190,21.39,-,-,-,-,-,-,-,-,-,-
2024-06-18 10:50,15.7,³²³²¼­,192,21.12,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:00,11.4,³²³²¼­,194,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:10,7.4,³²³²¼­,207,21.08,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:20,6.6,³²,179,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:30,8.1,³²³²¼­,206,21.22,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:40,6.2,³²³²¼­,200,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-18 11:50,11.6,³²,176,21.23,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:00,11.1,³²³²¼­,202,21.83,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:10,4.3,³²,190,21.24,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:20,7.5,³²³²¼­,210,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:30,6,³²³²µ¿,157,21.17,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:40,5.3,¼­,272,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-18 12:50,3.4,³²¼­,221,21,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:00,4.2,³²µ¿,145,21.17,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:10,6.4,ºÏ¼­,309,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:20,4.9,¼­ºÏ¼­,302,21.21,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:30,3.2,ºÏ,352,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:40,4.4,³²³²¼­,193,21.36,-,-,-,-,-,-,-,-,-,-
2024-06-18 13:50,1.3,ºÏ¼­,305,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:00,3.7,ºÏ,355,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:10,3.2,ºÏ¼­,320,21.4,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:20,1.8,ºÏºÏµ¿,27,21.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:30,2.4,µ¿³²µ¿,116,21.53,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:40,6.9,ºÏ,2,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-18 14:50,8,³²µ¿,132,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:00,9,ºÏ¼­,314,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:10,6.6,¼­³²¼­,251,21.76,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:20,5.7,ºÏ,7,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:30,2.5,ºÏ,353,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:40,5.9,ºÏ,8,21.76,-,-,-,-,-,-,-,-,-,-
2024-06-18 15:50,7.9,ºÏºÏµ¿,14,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:00,8.8,ºÏ,6,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:10,8.5,ºÏºÏ¼­,342,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:20,3.4,ºÏºÏ¼­,342,21.69,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:30,4.8,ºÏ,350,21.35,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:40,4.4,ºÏ,4,22.05,-,-,-,-,-,-,-,-,-,-
2024-06-18 16:50,6.2,ºÏºÏµ¿,19,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:00,5.1,ºÏºÏµ¿,12,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:10,4.8,ºÏºÏ¼­,329,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:20,13.9,ºÏºÏµ¿,23,22.8,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:30,8.5,ºÏºÏµ¿,15,21.82,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:40,7.9,ºÏ,11,22.07,-,-,-,-,-,-,-,-,-,-
2024-06-18 17:50,15.9,ºÏºÏµ¿,32,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:00,10.3,ºÏºÏµ¿,15,22.13,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:10,8.1,ºÏºÏµ¿,30,21.96,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:20,8.2,ºÏºÏµ¿,27,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:30,10.9,ºÏºÏµ¿,18,22.13,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:40,11.9,ºÏºÏµ¿,20,21.67,-,-,-,-,-,-,-,-,-,-
2024-06-18 18:50,12.8,µ¿ºÏµ¿,58,23.08,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:00,6.7,µ¿ºÏµ¿,61,22.92,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:10,9.5,ºÏµ¿,45,22.97,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:20,13.2,µ¿,84,22.44,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:30,17.2,µ¿³²µ¿,108,22.83,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:40,20.1,µ¿³²µ¿,118,22.75,-,-,-,-,-,-,-,-,-,-
2024-06-18 19:50,15.4,³²µ¿,129,22.88,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:00,17.7,³²µ¿,143,22.87,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:10,16.3,³²µ¿,144,22.94,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:20,14.1,³²³²µ¿,157,23.01,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:30,12.7,³²,172,22.47,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:40,19.2,³²³²µ¿,162,22.46,-,-,-,-,-,-,-,-,-,-
2024-06-18 20:50,12.9,³²,172,22.69,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:00,16,³²,170,22.51,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:10,20.1,³²³²µ¿,165,22.56,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:20,18,³²³²µ¿,168,22.43,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:30,21.4,³²,169,22.39,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:40,15.5,³²,179,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-18 21:50,15.3,³²,185,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:00,16.7,³²,187,22.36,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:10,17.4,³²,189,22.31,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:20,16.9,³²³²¼­,194,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:30,14.1,³²³²¼­,195,22.1,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:40,16.8,³²³²¼­,193,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-18 22:50,13.6,³²³²¼­,194,21.7,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:00,12.2,³²³²¼­,206,21.66,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:10,13.1,³²³²¼­,198,21.76,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:20,14.6,³²³²¼­,203,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:30,14,³²³²¼­,197,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:40,11.2,³²³²¼­,208,21.3,-,-,-,-,-,-,-,-,-,-
2024-06-18 23:50,1.6,³²³²¼­,211,21.07,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:00,5.2,³²³²¼­,213,21.05,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:10,7.2,³²,191,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:20,6.6,³²³²¼­,201,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:30,7.6,³²³²¼­,202,20.92,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:40,7,³²,189,21.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 0:50,2.9,³²¼­,216,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:00,8.3,³²,189,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:10,13,³²,183,21.9,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:20,8.2,³²,176,21.82,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:30,7,³²,184,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:40,6.5,³²,187,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-19 1:50,5,³²³²¼­,199,21.91,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:00,5.1,¼­ºÏ¼­,286,22.22,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:10,8.5,¼­,261,22.35,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:20,6.4,ºÏºÏ¼­,328,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:30,1.7,ºÏºÏµ¿,17,21.29,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:40,9.9,¼­ºÏ¼­,286,21.97,-,-,-,-,-,-,-,-,-,-
2024-06-19 2:50,7.2,ºÏ¼­,316,22.12,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:00,7.8,ºÏ¼­,308,21.84,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:10,10.1,ºÏ¼­,319,22.09,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:20,5.1,ºÏ,357,21.96,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:30,5.4,ºÏºÏ¼­,348,21.93,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:40,7,ºÏ,1,22.14,-,-,-,-,-,-,-,-,-,-
2024-06-19 3:50,9.3,ºÏ,353,22.1,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:00,4.6,ºÏµ¿,34,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:10,11.3,ºÏºÏ¼­,333,21.7,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:20,3.6,ºÏ,11,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:30,6.7,ºÏ,8,21.73,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:40,15.2,ºÏ,353,21.99,-,-,-,-,-,-,-,-,-,-
2024-06-19 4:50,4.7,ºÏ,9,21.63,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:00,5.1,ºÏºÏµ¿,19,21.59,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:10,5.2,ºÏºÏµ¿,16,21.13,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:20,2.8,ºÏ,8,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:30,3.7,ºÏµ¿,39,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:40,10,ºÏ,3,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-19 5:50,7.8,ºÏ,349,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:00,1.9,µ¿³²µ¿,123,20.91,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:10,3.3,ºÏ,1,21.03,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:20,1.7,ºÏµ¿,54,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:30,7.5,ºÏºÏ¼­,340,21.33,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:40,9,ºÏµ¿,40,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-19 6:50,4.4,µ¿,82,22.46,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:00,5.4,³²µ¿,124,22.26,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:10,4,µ¿³²µ¿,118,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:20,6.9,µ¿³²µ¿,111,22.4,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:30,14.4,³²,169,22.48,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:40,11.7,³²³²µ¿,164,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-19 7:50,9.4,³²³²µ¿,162,22.36,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:00,8.4,³²³²µ¿,167,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:10,9.7,³²³²µ¿,166,22.19,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:20,12.3,³²³²µ¿,160,21.95,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:30,16.8,³²,175,21.99,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:40,11.8,³²,180,22,-,-,-,-,-,-,-,-,-,-
2024-06-19 8:50,14.7,³²,180,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:00,12.8,³²³²µ¿,152,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:10,11.7,³²,184,21.68,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:20,17.6,³²,187,21.72,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:40,17.9,³²,178,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-19 9:50,14.7,³²,181,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:00,10.8,³²³²¼­,202,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-19 10:10,14.3,¼­³²¼­,251,21.49,-,-,-,-,-,-,-,-,-,-
